id,title,region_id,address,serial_number,email,owner,ownership_type,phone,place_type,created_at,updated_at,type_id,msisdn,is_user_submitted,latitude,longitude,alternative_names,status,hmis,remarks,registration_num,source,current_id
14231,Pasiansi,19302,,6947,,MoHSW/LGA,Government,,,2013-01-24 00:21:10.287304+00,2013-01-24 00:21:10.28736+00,16,,f,-2.4741,32.90974,"",Operating,42,"","","",1908032
14232,Sai-Baba,19266,,6964,,"","",,,2013-01-24 00:21:10.426725+00,2013-01-24 00:21:10.426768+00,16,,f,,,"",Operating,"","","","",1908049
14233,Sangabuye,19303,,6948,,MoHSW/LGA,Government,,,2013-01-24 00:21:10.656444+00,2013-01-24 00:21:10.656486+00,17,,f,-2.38637,33.04458,"",Operating,43,"","","",1908033
14234,SD Pasiansi,19304,,6965,,SDA,FBO,,,2013-01-24 00:21:10.873174+00,2013-01-24 00:21:10.873217+00,16,,f,,,"",Operating,"","","",MoHSW,1908050
14235,SDA Pasiansi,19266,,6949,,"","",,,2013-01-24 00:21:10.950942+00,2013-01-24 00:21:10.950997+00,17,,f,-2.47862,32.91076,"",Operating,44,"","","",1908034
14236,Shalom Care House,19266,,6950,,"","",,,2013-01-24 00:21:11.096693+00,2013-01-24 00:21:11.096754+00,24,,f,-2.47322458501,32.9491270547,"",Operating,Not Allocated,"","","",1908035
14237,Tanzania Breweries,19275,,6951,,Others,Others,,,2013-01-24 00:21:11.363153+00,2013-01-24 00:21:11.363197+00,16,,f,-2.47544,32.90364,"",Operating,47,"","","",1908036
14238,Taqwa,19305,,6966,,BAKWATA,FBO,,,2013-01-24 00:21:11.577269+00,2013-01-24 00:21:11.577324+00,16,,f,-2.49719,32.9045,"",Operating,"","","","",1908051
14239,TMRC,19266,,6952,,"","",,,2013-01-24 00:21:11.795185+00,2013-01-24 00:21:11.795252+00,16,,f,,,"",Operating,Not Allocated,"","","",1908037
14240,Tumaini Kona Bwiru,19306,,6953,,Private,Private,,,2013-01-24 00:21:12.101208+00,2013-01-24 00:21:12.101253+00,17,,f,,,"",Operating,49,"","","",1908038
14241,UMATI,19307,,6954,,Private,Private,,,2013-01-24 00:21:12.398162+00,2013-01-24 00:21:12.398205+00,16,,f,-2.50347,32.90134,"",Operating,80,"","","",1908039
14242,Victoria - Kilimahewa,19308,,6955,,Private,Private,,,2013-01-24 00:21:12.630489+00,2013-01-24 00:21:12.630639+00,16,,f,-2.51974,32.89662,"",Operating,Not Allocated,"","","",1908040
14243,Victoria(Mheta),19266,,6956,,"","",,,2013-01-24 00:21:12.847405+00,2013-01-24 00:21:12.847464+00,22,,f,,,"",Operating,4,"","","",1908041
14244,Wema-Nyasaka,19311,,6957,,Private,Private,,,2013-01-24 00:21:13.19988+00,2013-01-24 00:21:13.199924+00,16,,f,,,"",Operating,Not Allocated,"","","",1908042
14245,Ziwani,19280,,6967,,Private,Private,,,2013-01-24 00:21:13.428119+00,2013-01-24 00:21:13.428176+00,16,,f,,,"",Operating,"","","","",1908052
14246,Bomani,19316,,4510,,LGA,Government,,,2013-01-24 00:21:13.684814+00,2013-01-24 00:21:13.684871+00,16,,f,-4.27944,34.41075,"",Operating,1,"","",Other,1301001
14247,Chemchem,19319,,4511,,RC,FBO,,,2013-01-24 00:21:13.942206+00,2013-01-24 00:21:13.942248+00,16,,f,-4.05102,34.5835,"",Operating,2,"","",Other,1301002
14248,Doromoni,19321,,4512,,LGA,Government,,,2013-01-24 00:21:14.214751+00,2013-01-24 00:21:14.214801+00,16,,f,,,"",Operating,3,"","","",1301003
14249,Endasiku,19323,,4513,,LGA,Government,,,2013-01-24 00:21:14.421514+00,2013-01-24 00:21:14.421562+00,16,,f,,,"",Complete,4,"","",MMAM,1301004
14250,Gumanga,19326,,4514,,LGA,Government,,,2013-01-24 00:21:14.697806+00,2013-01-24 00:21:14.697847+00,16,,f,-4.23816,34.60597,"",Operating,5,"","",Other,1301005
14251,Iambi ELCT,19328,,4515,,Lutheran,FBO,,,2013-01-24 00:21:14.950262+00,2013-01-24 00:21:14.950312+00,18,,f,-4.33969,34.84121,"",Operating,7,Edited name from Iambi to Iambi ELTC,SG/KIJ/171,Other,1301006
14252,Iambi ELCT,19329,,4516,,Lutheran,FBO,,,2013-01-24 00:21:15.247456+00,2013-01-24 00:21:15.247521+00,16,,f,-4.35331,34.75939,"",Operating,6,"","",Other,1301007
14253,Igengu,19325,,4576,,LGA,Government,,,2013-01-24 00:21:15.480429+00,2013-01-24 00:21:15.480473+00,16,,f,,,"",Under Construction,"","",SG/KIJ/178,"",1301077
14254,Iguguno,19332,,4517,,LGA,Government,,,2013-01-24 00:21:15.682096+00,2013-01-24 00:21:15.68214+00,16,,f,-4.566667,34.633333,"",Operating,8,"",SG/KIJ/25,ADS,1301008
14255,Iguguno R.C,19333,,4518,,RC,FBO,,,2013-01-24 00:21:15.972696+00,2013-01-24 00:21:15.972753+00,16,,f,-4.566667,34.633333,"",Operating,9,"","","",1301009
14256,Ikolo,19334,,4519,,LGA,Government,,,2013-01-24 00:21:16.246306+00,2013-01-24 00:21:16.246348+00,16,,f,-4.00614,34.75921,"",Operating,10,"",SG/KIJ/46,Other,1301010
14257,Ilongo,19336,,4520,,LGA,Government,,,2013-01-24 00:21:16.517115+00,2013-01-24 00:21:16.517169+00,16,,f,,,"",Complete,11,"",SG/KIJ/166,MMAM,1301011
14258,Iramba,19313,,4521,,"",Government,,,2013-01-24 00:21:16.651415+00,2013-01-24 00:21:16.651472+00,18,,f,-4.26053,34.36483,Kiomboi,Operating,24,"","",Other,1301012
14259,Isanzu,19338,,4522,,Lutheran,FBO,,,2013-01-24 00:21:16.920651+00,2013-01-24 00:21:16.920708+00,16,,f,-4.08683,34.74784,"",Operating,13,"",SG/KIJ/393,Other,1301013
14260,Ishenga,19340,,4523,,Private,Private,,,2013-01-24 00:21:17.141072+00,2013-01-24 00:21:17.141114+00,16,,f,,,"",Operating,12,"",SG/KIJ/51,"",1301014
14261,Ishinsi,19342,,4524,,LGA,Government,,,2013-01-24 00:21:17.372844+00,2013-01-24 00:21:17.3729+00,16,,f,-4.35008,34.58859,"",Operating,14,"",SG/KIJ/61,Other,1301015
14262,Kaselya,19345,,4525,,LGA,Government,,,2013-01-24 00:21:17.628623+00,2013-01-24 00:21:17.628667+00,16,,f,-4.69657,34.50415,"",Operating,15,"",SG/KIJ/33,Other,1301016
14263,Kibigiri,19348,,4526,,LGA,Government,,,2013-01-24 00:21:17.873436+00,2013-01-24 00:21:17.873481+00,16,,f,-4.37458,34.2522,"",Operating,64,"",SG/KIJ/78,Other,1301017
14264,Kidaru,19350,,4527,,LGA,Government,,,2013-01-24 00:21:18.060004+00,2013-01-24 00:21:18.144231+00,16,,f,,,"",Operating,16,"",SG/KIJ/8,"",1301018
14265,Kikhonda,19352,,4528,,LGA,Government,,,2013-01-24 00:21:18.345719+00,2013-01-24 00:21:18.345769+00,16,,f,,,"",Operating,17,"",SG/KIJ/13,"",1301019
14266,Kikonge,19313,,4577,,"",Government,,,2013-01-24 00:21:18.466059+00,2013-01-24 00:21:18.466114+00,16,,f,,,"",Operating,"","","","",1301078
14267,Kinampanda ELCT,19355,,4529,,Lutheran,FBO,,,2013-01-24 00:21:18.727226+00,2013-01-24 00:21:18.72727+00,16,,f,-4.39779,34.53307,"",Operating,19,"",SG/KIJ/66,Other,1301021
14268,Kinampanda TTC,19313,,4530,,"",Government,,,2013-01-24 00:21:18.880226+00,2013-01-24 00:21:18.880271+00,16,,f,,,"",Operating,20,"","","",1301022
14269,Kinyambuli,19356,,4578,,LGA,Government,,,2013-01-24 00:21:19.118078+00,2013-01-24 00:21:19.118122+00,17,,f,,,"",Operating,"","",SG/KIJ/44,"",1301079
14270,Kinyangiri,19357,,4531,,LGA,Government,,,2013-01-24 00:21:19.359063+00,2013-01-24 00:21:19.359119+00,17,,f,-4.45092,34.62761,"",Operating,23,"",SG/KIJ/20,Other,1301024
14271,Kinyangiri,19358,,4579,,Lutheran,FBO,,,2013-01-24 00:21:19.521628+00,2013-01-24 00:21:19.521672+00,16,,f,,,Kinyangiri ELCT,Closed,"","Added HF, In process to be closed down","","",1301080
14272,Kirumi,19359,,4532,,LGA,Government,,,2013-01-24 00:21:19.81909+00,2013-01-24 00:21:19.819147+00,16,,f,-4.07651,34.71849,"",Operating,25,"",SG/KIJ/43,Other,1301026
14273,Kisana,19361,,4533,,LGA,Government,,,2013-01-24 00:21:20.062057+00,2013-01-24 00:21:20.062113+00,16,,f,,,"",Operating,69,"",SG/KIJ/41,MMAM,1301027
14274,Kisharita,19362,,4534,,LGA,Government,,,2013-01-24 00:21:20.329439+00,2013-01-24 00:21:20.329494+00,16,,f,-4.34029,34.46006,"",Operating,26,"",SG/KIJ/372,Other,1301028
14275,Kisimba,19363,,4580,,LGA,Government,,,2013-01-24 00:21:20.549822+00,2013-01-24 00:21:20.549866+00,16,,f,,,"",Under Construction,"","",SG/KIJ/1,"",1301081
14276,Kisiriri,19364,,4535,,LGA,Government,,,2013-01-24 00:21:20.81141+00,2013-01-24 00:21:20.811465+00,16,,f,,,"",Operating,27,"",SG/KIJ/7,"",1301029
14277,Kyengege,19313,,4581,,"",Government,,,2013-01-24 00:21:20.943283+00,2013-01-24 00:21:20.943326+00,17,,f,,,"",Under Construction,"","","","",1301082
14278,Kyengege ELCT,19366,,4536,,Church of God,FBO,,,2013-01-24 00:21:21.161998+00,2013-01-24 00:21:21.162048+00,16,,f,-4.42737,34.47555,"",Operating,28,Edited name from Kyengege to Kyenge ELCT,"",Other,1301031
14279,Luono,19367,,4537,,LGA,Government,,,2013-01-24 00:21:21.381588+00,2013-01-24 00:21:21.381637+00,16,,f,,,"",Operating,29,"",SG/KIJ/6,MMAM,1301032
14280,Lyelembo,19368,,4538,,LGA,Government,,,2013-01-24 00:21:21.697157+00,2013-01-24 00:21:21.697229+00,16,,f,,,"",Operating,67,"",SG/KIJ/20,MMAM,1301033
14281,Magereza Bomani,19369,,4539,,Prisons,Government,,,2013-01-24 00:21:21.909947+00,2013-01-24 00:21:21.910012+00,16,,f,,,"",Operating,30,"","","",1301034
14282,Malaja,19371,,4540,,LGA,Government,,,2013-01-24 00:21:22.172284+00,2013-01-24 00:21:22.172339+00,16,,f,-4.24018,34.78729,"",Operating,32,"",SG/KIJ/58,Other,1301035
14283,Maluga,19372,,4541,,LGA,Government,,,2013-01-24 00:21:22.436807+00,2013-01-24 00:21:22.436863+00,16,,f,,,"",Not  Operating,"","",SG/KIJ/31,MMAM,1301036
14284,Maluga,19373,,4588,,"",Government,,,2013-01-24 00:21:22.673595+00,2013-01-24 00:21:22.673635+00,16,,f,,,"",Under Construction,"","","","",1301091
14285,Mampanta,19374,,4542,,LGA,Government,,,2013-01-24 00:21:22.891862+00,2013-01-24 00:21:22.891911+00,16,,f,-4.3478,34.3459,"",Operating,63,"",SG/KIJ/3,Other,1301037
14286,Marera,19375,,4543,,LGA,Government,,,2013-01-24 00:21:23.052914+00,2013-01-24 00:21:23.052962+00,16,,f,,,"",Operating,33,"",SG/KIJ/371,"",1301038
14287,Mbelekese,19377,,4544,,LGA,Government,,,2013-01-24 00:21:23.325897+00,2013-01-24 00:21:23.325986+00,16,,f,,,"",Operating,33,"",SG/KIJ/72,"",1301039
14288,Mgongo,19378,,4545,,LGA,Government,,,2013-01-24 00:21:23.564849+00,2013-01-24 00:21:23.564905+00,17,,f,-4.33139,34.15564,"",Operating,35,"",SG/KIJ/38,"",1301040
14289,Miganga,19379,,4546,,LGA,Government,,,2013-01-24 00:21:23.823095+00,2013-01-24 00:21:23.823139+00,16,,f,-4.20387,34.71297,"",Operating,36,"",SG/KIJ/168,Other,1301041
14290,Mingela,19381,,4547,,LGA,Government,,,2013-01-24 00:21:24.053029+00,2013-01-24 00:21:24.053086+00,16,,f,-4.18794,34.23908,"",Operating,37,"",SG/KIJ/79,Other,1301042
14291,Misigiri,19383,,4548,,LGA,Government,,,2013-01-24 00:21:24.284191+00,2013-01-24 00:21:24.284234+00,16,,f,-4.39198,34.34337,"",Operating,38,"",SG/KIJ/42,Other,1301043
14292,Mkalama,19385,,4549,,LGA,Government,,,2013-01-24 00:21:24.537893+00,2013-01-24 00:21:24.537949+00,17,,f,-4.11442,34.64311,"",Operating,39,"",SG/KIJ/180,Other,1301044
14293,Mlandala,19387,,4550,,LGA,Government,,,2013-01-24 00:21:24.836509+00,2013-01-24 00:21:24.836567+00,16,,f,,,"",Under Construction,"","",SG/KIJ/309,MMAM,1301045
14294,Mpambala,19319,,4551,,LGA,Government,,,2013-01-24 00:21:25.075487+00,2013-01-24 00:21:25.075531+00,16,,f,,,"",Operating,66,"",SG/KIJ/176,MMAM,1301046
14295,Msingi,19388,,4552,,LGA,Government,,,2013-01-24 00:21:25.272191+00,2013-01-24 00:21:25.272243+00,16,,f,-4.34138,34.54996,"",Operating,40,"",SG/KIJ/21,Other,1301047
14296,Mtekente,19390,,4553,,LGA,Government,,,2013-01-24 00:21:25.586761+00,2013-01-24 00:21:25.586825+00,16,,f,,,"",Operating,42,"",SG/KIJ/73,"",1301048
14297,Mtoa,19392,,4554,,LGA,Government,,,2013-01-24 00:21:25.832702+00,2013-01-24 00:21:25.832753+00,16,,f,,,"",Operating,43,"",SG/KIJ/172,"",1301049
14298,Mukulu,19393,,4555,,Lutheran,FBO,,,2013-01-24 00:21:26.07061+00,2013-01-24 00:21:26.070665+00,16,,f,-4.48734,34.38369,"",Operating,44,"",SG/KIJ/27,"",1301050
14299,Munguli,19395,,4556,,LGA,Government,,,2013-01-24 00:21:26.300608+00,2013-01-24 00:21:26.300652+00,16,,f,,,"",Operating,45,"",SG/KIJ/45,"",1301051
14300,Mwandoigembe,19397,,4557,,LGA,Government,,,2013-01-24 00:21:26.606508+00,2013-01-24 00:21:26.606658+00,16,,f,,,"",Under Construction,70,"",SG/KIJ/70,MMAM,1301052
14301,Mwanduigembe,19398,,4589,,"",Government,,,2013-01-24 00:21:26.829344+00,2013-01-24 00:21:26.829392+00,16,,f,,,"",Operating,"","","","",1301092
14302,Mwanga,19399,,4558,,RC,FBO,,,2013-01-24 00:21:27.089895+00,2013-01-24 00:21:27.089951+00,16,,f,-4.27823,34.90193,"",Operating,46,"",SG/KIJ/15,Other,1301053
14303,Mwangeza,19400,,4559,,LGA,Government,,,2013-01-24 00:21:27.307636+00,2013-01-24 00:21:27.307692+00,16,,f,-4.10921,34.82262,"",Operating,47,"",SG/KIJ/46,Other,1301054
14304,Ndago,19402,,4560,,LGA,Government,,,2013-01-24 00:21:27.526811+00,2013-01-24 00:21:27.526867+00,17,,f,-4.58138,34.3462,"",Operating,48,"",SG/KIJ/32,Other,1301055
14305,Ndala,19403,,4561,,LGA,Government,,,2013-01-24 00:21:27.731625+00,2013-01-24 00:21:27.731681+00,16,,f,,,"",Operating,68,"",SG/KIJ/17,MMAM,1301056
14306,Nduguti,19404,,4562,,LGA,Government,,,2013-01-24 00:21:27.972189+00,2013-01-24 00:21:27.972239+00,16,,f,-4.3044,34.70006,"",Operating,49,"",SG/KIJ/57,Other,1301057
14307,Ndulungu,19405,,4563,,LGA,Government,,,2013-01-24 00:21:28.184255+00,2013-01-24 00:21:28.184304+00,16,,f,,,"",Operating,50,"",SG/KIJ/69,"",1301058
14308,Nkalankala,19406,,4582,,LGA,Government,,,2013-01-24 00:21:28.421684+00,2013-01-24 00:21:28.421736+00,16,,f,,,"",Under Construction,"","",SG/KIJ/14,"",1301084
14309,Nkinto,19408,,4564,,LGA,Government,,,2013-01-24 00:21:28.682772+00,2013-01-24 00:21:28.682815+00,16,,f,-4.13318,34.75578,"",Operating,51,"",SG/KIJ/49,Other,1301060
14310,Nsonga,19313,,4583,,"",Government,,,2013-01-24 00:21:28.764238+00,2013-01-24 00:21:28.764293+00,16,,f,,,"",Under Construction,"","","","",1301085
14311,Ntwike,19409,,4565,,LGA,Government,,,2013-01-24 00:21:29.017215+00,2013-01-24 00:21:29.017274+00,16,,f,-4.23345,34.22388,"",Operating,52,"",SG/KIJ/37,Other,1301062
14312,Ruruma,19410,,4566,,LGA,Government,,,2013-01-24 00:21:29.288488+00,2013-01-24 00:21:29.288539+00,16,,f,-4.33549,34.4094,"",Operating,53,"",SG/KIJ/63,Other,1301063
14313,Shelui,19411,,4567,,LGA,Government,,,2013-01-24 00:21:29.525673+00,2013-01-24 00:21:29.52573+00,16,,f,-4.337,34.19989,"",Operating,57,"",SG/KIJ/176,Other,1301064
14314,Singa,19412,,4568,,LGA,Government,,,2013-01-24 00:21:29.766792+00,2013-01-24 00:21:29.766845+00,16,,f,,,"",Operating,56,"",SG/KIJ/10,"",1301065
14315,Tulya,19413,,4569,,Lutheran,FBO,,,2013-01-24 00:21:30.004975+00,2013-01-24 00:21:30.005031+00,16,,f,,,"",Closed,58,"",SG/KIJ/174,"",1301066
14316,Tyegelo,19313,,4584,,"",Government,,,2013-01-24 00:21:30.122218+00,2013-01-24 00:21:30.122263+00,17,,f,,,"",Under Construction,"","","","",1301087
14317,Tyeme,19414,,4570,,Lutheran,FBO,,,2013-01-24 00:21:30.322918+00,2013-01-24 00:21:30.322961+00,16,,f,,,"",Closed,60,"",SG/KIJ/165,"",1301068
14318,Ujungu,19415,,4585,,LGA,Government,,,2013-01-24 00:21:30.540745+00,2013-01-24 00:21:30.540789+00,16,,f,,,"",Under Construction,"","",SG/KIJ/387,"",1301088
14319,Ulemo,19416,,4571,,LGA,Government,,,2013-01-24 00:21:30.820457+00,2013-01-24 00:21:30.820514+00,16,,f,-4.41143,34.39823,"",Operating,54,"",SG/KIJ/65,Other,1301070
14320,Urughu,19417,,4572,,LGA,Government,,,2013-01-24 00:21:31.052361+00,2013-01-24 00:21:31.052414+00,16,,f,-4.65236,34.18603,"",Operating,55,"",SG/KIJ/177,Other,1301071
14321,Ushora Magereza,19418,,4573,,Prisons,Government,,,2013-01-24 00:21:31.304452+00,2013-01-24 00:21:31.304515+00,16,,f,,,"",Operating,31,"","",MMAM,1301072
14322,Usure,19419,,4574,,LGA,Government,,,2013-01-24 00:21:31.420964+00,2013-01-24 00:21:31.421005+00,16,,f,-4.65572,34.38802,"",Operating,62,"",SG/KIJ/75,Other,1301073
14323,Uwanza,19420,,4586,,LGA,Government,,,2013-01-24 00:21:31.449463+00,2013-01-24 00:21:31.449514+00,16,,f,,,"",Under Construction,"","",SG/KIJ/308,"",1301089
14324,Wembere,19421,,4575,,Lutheran,FBO,,,2013-01-24 00:21:31.48882+00,2013-01-24 00:21:31.488864+00,16,,f,,,"",Operating,61,"",SG/KIJ/190,"",1301075
14325,Yulansoni,19313,,4587,,Private,Private,,,2013-01-24 00:21:31.506575+00,2013-01-24 00:21:31.506631+00,16,,f,,,"",Under Construction,"","","","",1301090
14326,Chamdindi,19426,,3660,,LGA,Government,,,2013-01-24 00:21:31.544044+00,2013-01-24 00:21:31.544085+00,16,,f,,,"",Operating,1101125,"",IR/KIJ/43,MMAM,1101001
14327,Idodi,19429,,3661,,LGA,Government,,,2013-01-24 00:21:31.579441+00,2013-01-24 00:21:31.57949+00,17,,f,-7.46971,35.11938,"",Operating,1101063,"",IR/KIJ/35,"",1101002
14328,Ifunda,19432,,3662,,LGA,Government,,,2013-01-24 00:21:31.621117+00,2013-01-24 00:21:31.621176+00,16,,f,-8.02841,35.28179,"",Operating,1101120,"",IR/KIJ/246,Other,1101003
14329,Ifunda RC,19434,,3663,,RC,FBO,,,2013-01-24 00:21:31.659177+00,2013-01-24 00:21:31.659229+00,16,,f,,,"",Operating,1101047,"",IR/KIJ/23,"",1101004
14330,Igangidung'u,19436,,3664,,LGA,Government,,,2013-01-24 00:21:31.693106+00,2013-01-24 00:21:31.693158+00,16,,f,,,"",Operating,1101015,"",IR/KIJ/244,"",1101005
14331,Igula,19438,,3665,,LGA,Government,,,2013-01-24 00:21:31.72546+00,2013-01-24 00:21:31.725499+00,16,,f,,,"",Operating,1101005,"",IR/KIJ/490,"",1101006
14332,Iguluba,19440,,3666,,LGA,Government,,,2013-01-24 00:21:31.767112+00,2013-01-24 00:21:31.767161+00,16,,f,,,"",Operating,1101099,"",IR/KIJ/490,"",1101007
14333,Ihemi,19442,,3667,,LGA,Government,,,2013-01-24 00:21:31.798718+00,2013-01-24 00:21:31.798769+00,16,,f,,,"",Operating,1101087,"",IR/KIJ/229,"",1101008
14334,Ihomasa,19444,,3668,,LGA,Government,,,2013-01-24 00:21:31.837919+00,2013-01-24 00:21:31.837985+00,16,,f,,,"",Operating,1101108,"",IR/KIJ/81,"",1101009
14335,Ikengeza,19445,,3669,,LGA,Government,,,2013-01-24 00:21:31.867641+00,2013-01-24 00:21:31.86768+00,16,,f,,,"",Operating,1101006,"",IR/KIJ/44,"",1101010
14336,Ilalasimba,19448,,3670,,LGA,Government,,,2013-01-24 00:21:31.911645+00,2013-01-24 00:21:31.911695+00,16,,f,,,"",Operating,1101108,"",IR/KIJ/47,MMAM,1101011
14337,Ilambilole,19450,,3671,,LGA,Government,,,2013-01-24 00:21:31.94683+00,2013-01-24 00:21:31.946868+00,16,,f,,,"",Operating,1101007,"",IR/KIJ/41,"",1101012
14338,Ilandutwa,19451,,3672,,LGA,Government,,,2013-01-24 00:21:31.991415+00,2013-01-24 00:21:31.991467+00,16,,f,-8.06777,35.35569,"",Operating,1101072,"",IR/KIJ/168,Other,1101013
14339,Ilolo Mpya,19454,,3673,,LGA,Government,,,2013-01-24 00:21:32.036356+00,2013-01-24 00:21:32.036407+00,16,,f,-7.451,35.48023,"",Operating,1101009,"",IR/KIJ/537,"",1101014
14340,Ismani Hc,19455,,3675,,LGA,Government,,,2013-01-24 00:21:32.072009+00,2013-01-24 00:21:32.072059+00,17,,f,,,"",Operating,1101065,"",IR/KIJ/38,"",1101016
14341,Ismani Lwang'a,19456,,3676,,RC,FBO,,,2013-01-24 00:21:32.117564+00,2013-01-24 00:21:32.117604+00,16,,f,-7.5,35.8,"",Operating,1101050,Edited name from Ismani to Ismani Lwang'a,IR/KIJ/38,ADS,1101017
14342,Itagutwa,19458,,3677,,LGA,Government,,,2013-01-24 00:21:32.159086+00,2013-01-24 00:21:32.159128+00,16,,f,,,"",Operating,1101012,"",IR/KIJ/,"",1101018
14343,Itunundu,19460,,3678,,RC,FBO,,,2013-01-24 00:21:32.199122+00,2013-01-24 00:21:32.199171+00,16,,f,,,"",Operating,1101008,"",IR/KIJ/228,"",1101019
14344,Izazi,19462,,3679,,LGA,Government,,,2013-01-24 00:21:32.24397+00,2013-01-24 00:21:32.244025+00,16,,f,-7.21271,35.71127,"",Operating,1101010,"",IR/KIJ/,"",1101020
14345,Kalenga,19464,,3680,,LGA,Government,,,2013-01-24 00:21:32.283023+00,2013-01-24 00:21:32.283068+00,16,,f,-7.804145,35.60115,"",Operating,1101014,"",IR/KIJ/234,"",1101021
14346,Kaning'ombe,19466,,3681,,RC,FBO,,,2013-01-24 00:21:32.370514+00,2013-01-24 00:21:32.370563+00,16,,f,-7.55113,35.286,"",Operating,1101052,"",IR/KIJ/186,"",1101022
14347,Kibena,19467,,3682,,LGA,Government,,,2013-01-24 00:21:32.412681+00,2013-01-24 00:21:32.412733+00,16,,f,-8.16792,35.39141,"",Operating,1101093,"",IR/KIJ/247,"",1101023
14348,Kihanga,19468,,3683,,LGA,Government,,,2013-01-24 00:21:32.453998+00,2013-01-24 00:21:32.454042+00,16,,f,-7.56163,35.2015,"",Operating,111015,"",IR/KIJ/167,"",1101024
14349,Kikombwe,19470,,3684,,LGA,Government,,,2013-01-24 00:21:32.493426+00,2013-01-24 00:21:32.493469+00,16,,f,-7.55194,35.36866,"",Operating,111016,"",IR/KIJ/29,"",1101025
14350,Kimande,19471,,3685,,LGA,Government,,,2013-01-24 00:21:32.536719+00,2013-01-24 00:21:32.53677+00,17,,f,-7.36217,35.47943,"",Operating,1101019,"",IR/KIJ/163,"",1101026
14351,Kipera,19472,,3686,,RC,FBO,,,2013-01-24 00:21:32.576206+00,2013-01-24 00:21:32.576257+00,16,,f,,,"",Operating,1101054,"",IR/KIJ/,"",1101027
14352,Kiponzero,19473,,3687,,LGA,Government,,,2013-01-24 00:21:32.615205+00,2013-01-24 00:21:32.615246+00,17,,f,-7.57823,35.23016,"",Operating,1101064,"",IR/KIJ/162,"",1101028
14353,Kisanga,19475,,3688,,LGA,Government,,,2013-01-24 00:21:32.653432+00,2013-01-24 00:21:32.653473+00,16,,f,-9.29069,34.15995,"",Operating,1101124,"",IR/KIJ/540,Other,1101029
14354,Kising'a,19476,,3725,,LGA,Government,,,2013-01-24 00:21:32.689765+00,2013-01-24 00:21:32.689807+00,16,,f,,,"",Operating,"","",IR/KIJ/,"",1101080
14355,Kitanewa,19477,,3726,,RC,FBO,,,2013-01-24 00:21:32.749438+00,2013-01-24 00:21:32.749488+00,16,,f,,,"",Closed,"","","","",1101081
14356,kitisi,19478,,3727,,LGA,Government,,,2013-01-24 00:21:32.789791+00,2013-01-24 00:21:32.789835+00,16,,f,,,"",Under Construction,"","",IR/KIJ/704,"",1101082
14357,Luganga,19479,,3689,,LGA,Government,,,2013-01-24 00:21:32.827333+00,2013-01-24 00:21:32.827372+00,16,,f,-7.516667,35.533333,"",Operating,1101021,"",IR/KIJ/159,"",1101031
14358,Lumuli,19480,,3690,,LGA,Government,,,2013-01-24 00:21:32.865353+00,2013-01-24 00:21:32.86541+00,16,,f,,,"",Operating,1101119,"",IR/KIJ/45,MMAM,1101032
14359,Lupembelwasenga,19481,,3691,,LGA,Government,,,2013-01-24 00:21:32.909691+00,2013-01-24 00:21:32.90974+00,16,,f,-8.02839,35.67479,"",Operating,1101100,"",IR/KIJ/541,"",1101033
14360,Mafuruto,19483,,3692,,LGA,Government,,,2013-01-24 00:21:32.9523+00,2013-01-24 00:21:32.95235+00,16,,f,,,"",Operating,1101114,"",IR/KIJ/245,"",1101035
14361,Magulilwa,19485,,3693,,LGA,Government,,,2013-01-24 00:21:32.987379+00,2013-01-24 00:21:32.987428+00,16,,f,,,"",Operating,1101023,"",IR/KIJ/4,"",1101036
14362,Magunga,19486,,3694,,LGA,Government,,,2013-01-24 00:21:33.022756+00,2013-01-24 00:21:33.022806+00,16,,f,,,"",Operating,1101128,"",IR/KIJ/488,MMAM,1101037
14363,Mahuninga,19488,,3695,,LGA,Government,,,2013-01-24 00:21:33.065038+00,2013-01-24 00:21:33.065088+00,17,,f,-7.92819,35.06519,"",Under Construction,1101025,"","",Other,1101038
14364,Makatopora,19490,,3728,,LGA,Government,,,2013-01-24 00:21:33.104921+00,2013-01-24 00:21:33.10497+00,16,,f,,,"",Under Construction,"","",IR/KIJ/722,"",1101083
14365,Makifu,19491,,3729,,LGA,Government,,,2013-01-24 00:21:33.149359+00,2013-01-24 00:21:33.149398+00,16,,f,,,"",Under Construction,"","",IR/KIJ/33,"",1101084
14366,Makombe,19492,,3696,,LGA,Government,,,2013-01-24 00:21:33.18374+00,2013-01-24 00:21:33.18378+00,16,,f,-7.916667,35.25,"",Operating,1101095,"",IR/KIJ/80,"",1101041
14367,Makuka,19493,,3697,,LGA,Government,,,2013-01-24 00:21:33.2237+00,2013-01-24 00:21:33.223742+00,16,,f,,,"",Operating,1101126,"",IR/KIJ/,MMAM,1101042
14368,Maperamengi,19494,,3730,,LGA,Government,,,2013-01-24 00:21:33.260319+00,2013-01-24 00:21:33.260359+00,16,,f,,,"",Under Construction,"","",IR/KIJ/705,"",1101085
14369,Mfukulembe,19495,,3731,,"","",,,2013-01-24 00:21:33.300426+00,2013-01-24 00:21:33.300466+00,16,,f,,,Lyasa Mfukulembe,Operating,"","",IR/KIJ/170,"",1101086
14370,Mfyome,19496,,3699,,LGA,Government,,,2013-01-24 00:21:33.34032+00,2013-01-24 00:21:33.340371+00,16,,f,-7.63106,35.61424,"",Operating,1101075,"",IR/KIJ/166,"",1101047
