id,title,region_id,address,serial_number,email,owner,ownership_type,phone,place_type,created_at,updated_at,type_id,msisdn,is_user_submitted,latitude,longitude,alternative_names,status,hmis,remarks,registration_num,source,current_id
12834,Bangata,17759,,436,,MOHSW/LGA,Government,,,2013-01-24 00:17:10.611976+00,2013-01-24 00:17:10.612013+00,16,,f,-3.35846,36.74747,"",Operating,19,"",19,NIMR,202001
12835,Bangata Lutheran,17760,,437,,Lutheran,FBO,,,2013-01-24 00:17:10.645592+00,2013-01-24 00:17:10.645641+00,16,,f,-3.33578,36.74475,"",Operating,17,"",17,NIMR,202002
12836,Burka,17756,,488,,"","",,,2013-01-24 00:17:10.663378+00,2013-01-24 00:17:10.663422+00,16,,f,-3.35974,36.65459,"",Closed,"","","",NIMR,202078
12837,Bwawani,17762,,438,,MOHSW/LGA,Government,,,2013-01-24 00:17:10.69841+00,2013-01-24 00:17:10.698455+00,16,,f,-3.6078,36.88428,"",Operating,15,"",15,NIMR,202003
12838,Chekereni,17756,,477,,"","",,,2013-01-24 00:17:10.718794+00,2013-01-24 00:17:10.718849+00,16,,f,-3.40891,36.74601,"",Closed,"","","",NIMR,202057
12839,COGI Ngaramtoni,17765,,439,,Assemblies of God,FBO,,,2013-01-24 00:17:10.757406+00,2013-01-24 00:17:10.757446+00,16,,f,-3.31576,36.63886,"",Operating,13,"",13,NIMR,202004
12840,Cogi Oldonyosambu,17756,,489,,Assemblies of God,FBO,,,2013-01-24 00:17:10.775418+00,2013-01-24 00:17:10.775459+00,16,,f,,,"",Operating,36,"","","",202079
12841,Ekenywa,17765,,440,,Others,FBO,,,2013-01-24 00:17:10.808224+00,2013-01-24 00:17:10.808269+00,16,,f,,,"",Operating,38,"",38,MMAM,202005
12842,Ilboru,17767,,441,,Lutheran,FBO,,,2013-01-24 00:17:10.843759+00,2013-01-24 00:17:10.843812+00,16,,f,-3.35,36.68833,"",Operating,27,"",27,NIMR,202007
12843,Ilkrevi,17771,,478,,MOHSW/LGA,Government,,,2013-01-24 00:17:10.88162+00,2013-01-24 00:17:10.881669+00,16,,f,,,"",Under Construction,"","","","",202059
12844,Imbibya,17774,,479,,MOHSW/LGA,Government,,,2013-01-24 00:17:10.919217+00,2013-01-24 00:17:10.91925+00,16,,f,,,"",Under Construction,"","","","",202060
12845,K. Maasai,17776,,480,,Others,FBO,,,2013-01-24 00:17:10.95383+00,2013-01-24 00:17:10.953882+00,16,,f,,,"",Operating,"","",37,"",202061
12846,Kimnyaki,17777,,442,,MOHSW/LGA,Government,,,2013-01-24 00:17:10.987485+00,2013-01-24 00:17:10.987536+00,16,,f,-3.29838,36.65682,"",Operating,30,"",30,NIMR,202008
12847,Kimnyaki Maasai,17756,,443,,Private,Private,,,2013-01-24 00:17:11.006082+00,2013-01-24 00:17:11.006135+00,16,,f,-3.31501,36.64099,"",Operating,37,"","",NIMR,202009
12848,Kioga,17779,,444,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.040961+00,2013-01-24 00:17:11.041009+00,16,,f,-3.3255,36.69812,"",Operating,31,"",31,NIMR,202010
12849,Kiranyi,17781,,445,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.075161+00,2013-01-24 00:17:11.075201+00,16,,f,-3.34254,36.66816,"",Operating,10,"",10,NIMR,202011
12850,Kiseriani,17783,,446,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.109038+00,2013-01-24 00:17:11.109082+00,16,,f,-3.45016,36.73889,"",Operating,16,"",16,NIMR,202012
12851,Kisongo charity,17756,,447,,Private,Private,,,2013-01-24 00:17:11.127897+00,2013-01-24 00:17:11.127951+00,16,,f,-3.37388,36.57012,"",Operating,Not Allocated,"","",NIMR,202013
12852,Kisongo Luthreran,17786,,448,,Lutheran,FBO,,,2013-01-24 00:17:11.164344+00,2013-01-24 00:17:11.16438+00,16,,f,-3.35974,36.65459,"",Operating,9,"",46,NIMR,202014
12853,Kisongo SDA,17788,,449,,Private,Private,,,2013-01-24 00:17:11.202912+00,2013-01-24 00:17:11.20295+00,16,,f,-3.37107,36.54669,"",Operating,39,"","",NIMR,202015
12854,Kogi Oldonyosambo,17790,,481,,Private,Private,,,2013-01-24 00:17:11.236832+00,2013-01-24 00:17:11.236886+00,16,,f,,,"",Operating,"","",36,"",202062
12855,Legijave,17756,,450,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.254442+00,2013-01-24 00:17:11.254496+00,16,,f,,,"",Operating,Not Allocated,"","","",202016
12856,Lemugur,17792,,451,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.286463+00,2013-01-24 00:17:11.286623+00,16,,f,-3.43316,36.5608,"",Closed,40,"","",NIMR,202017
12857,Lengijave,17794,,482,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.325775+00,2013-01-24 00:17:11.325825+00,16,,f,,,"",Operating,"","","","",202063
12858,Lesiraa,17795,,452,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.358339+00,2013-01-24 00:17:11.358381+00,16,,f,,,"",Operating,50,"",51,"",202018
12859,Likamba,17797,,453,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.392743+00,2013-01-24 00:17:11.392792+00,16,,f,,,"",Operating,Not Allocated,"","","",202019
12860,Losinoni,17799,,454,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.428171+00,2013-01-24 00:17:11.428205+00,16,,f,-3.13219,36.72003,"",Operating,24,"",24,NIMR,202020
12861,M&M Kiwera,17800,,455,,Private,Private,,,2013-01-24 00:17:11.461155+00,2013-01-24 00:17:11.461198+00,16,,f,,,"",Operating,35,"",35,MMAM,202021
12862,Majimoto,17803,,483,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.496901+00,2013-01-24 00:17:11.496942+00,16,,f,,,"",Under Construction,"","","","",202064
12863,Manyire,17801,,484,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.520129+00,2013-01-24 00:17:11.520171+00,16,,f,,,"",Operating,"","",50,"",202065
12864,Manyire,17806,,490,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.555126+00,2013-01-24 00:17:11.555175+00,16,,f,,,"",Operating,"","","","",202080
12865,Mbuyuni,17808,,456,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.592382+00,2013-01-24 00:17:11.592415+00,17,,f,-3.57432,36.66586,"",Operating,8,"",8,NIMR,202023
12866,Moivo,17756,,457,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.609036+00,2013-01-24 00:17:11.609079+00,16,,f,,,"",Operating,51,"","","",202026
12867,Moshono,17811,,458,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.65022+00,2013-01-24 00:17:11.65026+00,16,,f,-3.40497,36.73009,"",Under Construction,28,"","",NIMR,202027
12868,Mungushi,17812,,459,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.682977+00,2013-01-24 00:17:11.683022+00,16,,f,-3.53055,36.83489,"",Operating,14,"",14,NIMR,202028
12869,Musa,17813,,460,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.720891+00,2013-01-24 00:17:11.720942+00,16,,f,-3.32389,36.52039,"",Operating,7,"",7,NIMR,202029
12870,Mwandet,17815,,461,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.758205+00,2013-01-24 00:17:11.758257+00,16,,f,-3.24042,36.53881,"",Operating,12,"",12,NIMR,202031
12871,Nduruma,17817,,462,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.795968+00,2013-01-24 00:17:11.796011+00,17,,f,-3.48,36.79309,"",Operating,3,"",3,NIMR,202032
12872,Ngires,17819,,463,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.835872+00,2013-01-24 00:17:11.835931+00,16,,f,-3.33731,36.73461,"",Operating,18,"",18,NIMR,202033
12873,Ngorbobo,17820,,464,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.875272+00,2013-01-24 00:17:11.875314+00,16,,f,,,"",Operating,48,"",52,"",202034
12874,Oldadai,17822,,465,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.914247+00,2013-01-24 00:17:11.914303+00,16,,f,,,"",Operating,21,"",21,"",202038
12875,Oldonyo Sambu,17823,,466,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.952675+00,2013-01-24 00:17:11.952719+00,17,,f,-2.10863,35.49841,"",Operating,23,"",23,NIMR,202039
12876,Oldonyo Sapuk,17825,,467,,MOHSW/LGA,Government,,,2013-01-24 00:17:11.997819+00,2013-01-24 00:17:11.997942+00,16,,f,-3.32929,36.70938,"",Operating,43,Edited name from OldonyoSapuk to Oldonyo Sapuk,42,NIMR,202040
12877,Oldonyowasi,17826,,485,,MOHSW/LGA,Government,,,2013-01-24 00:17:12.032101+00,2013-01-24 00:17:12.032144+00,16,,f,,,"",Under Construction,"","","","",202066
12878,Olgilai,17827,,468,,MOHSW/LGA,Government,,,2013-01-24 00:17:12.064821+00,2013-01-24 00:17:12.06487+00,16,,f,-3.34235,36.72194,"",Operating,20,"",20,NIMR,202041
12879,Oljoro,17830,,469,,Private,Private,,,2013-01-24 00:17:12.098772+00,2013-01-24 00:17:12.098811+00,16,,f,-3.33633,36.66015,"",Operating,Not Allocated,"","",NIMR,202042
12880,Oljoro JKT,17831,,470,,TPDF,Government,,,2013-01-24 00:17:12.133033+00,2013-01-24 00:17:12.133074+00,16,,f,-3.4119,36.6599,"",Operating,44,"",44,NIMR,202043
12881,Olkerian,17833,,471,,MOHSW/LGA,Government,,,2013-01-24 00:17:12.167973+00,2013-01-24 00:17:12.168016+00,16,,f,,,"",Under Construction,25,"","","",202044
12882,Olkokola,17835,,472,,RC,FBO,,,2013-01-24 00:17:12.205215+00,2013-01-24 00:17:12.20526+00,17,,f,-3.2466,36.64519,"",Operating,Not Allocated,"",33,NIMR,202045
12883,Olmontonyi,17836,,473,,Parastatal,Government,,,2013-01-24 00:17:12.237719+00,2013-01-24 00:17:12.237764+00,16,,f,-3.29013,36.65655,"",Operating,33,Edited name from Olmotonyi to Olmontonyi,34,NIMR,202047
12884,Oltrument,17838,,474,,MOHSW/LGA,Government,,,2013-01-24 00:17:12.269623+00,2013-01-24 00:17:12.269666+00,17,,f,-3.18181,36.36315,"",Operating,34,"",2,Other,202048
12885,PAG Kisongo,17772,,486,,Private,Private,,,2013-01-24 00:17:12.290329+00,2013-01-24 00:17:12.290372+00,16,,f,,,"",Operating,"","",32,"",202067
12886,SDA kisongo,17840,,487,,SDA,FBO,,,2013-01-24 00:17:12.325236+00,2013-01-24 00:17:12.325279+00,16,,f,,,"",Operating,"","",39,"",202068
12887,Selian Hospital,17841,,7067,,Lutheran,FBO,,,2013-01-24 00:17:12.358875+00,2013-01-24 00:17:12.358908+00,18,,f,,,"",Operating,1,"","","",202052
12888,Themi Ya Simba,17842,,476,,MOHSW/LGA,Government,,,2013-01-24 00:17:12.390427+00,2013-01-24 00:17:12.390468+00,16,,f,-3.58107,36.7854,"",Operating,Not Allocated,"",46,NIMR,202055
12889,ZAAC,17845,,491,,Private,Private,,,2013-01-24 00:17:12.429667+00,2013-01-24 00:17:12.429716+00,16,,f,,,ZAAC I Daraja II,Operating,70,"","","",202081
12890,AICC,17848,,493,,Parastatal,Government,,,2013-01-24 00:17:12.465308+00,2013-01-24 00:17:12.465361+00,18,,f,-3.22469,36.41942,"",Operating,25,"",23001,Other,203002
12891,Arusha,17768,,559,,"","",,,2013-01-24 00:17:12.484521+00,2013-01-24 00:17:12.484572+00,16,,f,-3.38023,36.70745,"",Closed,"","","","",203079
12892,Arusha & Lab.Services,17851,,494,,Others,FBO,,,2013-01-24 00:17:12.523769+00,2013-01-24 00:17:12.52382+00,16,,f,,,"",Operating,79,"","","",203003
12893,Arusha Hospital for Women,17853,,495,,Private,Private,,,2013-01-24 00:17:12.559067+00,2013-01-24 00:17:12.559117+00,17,,f,-3.36111,36.68531,"",Operating,23,"",704,"",203004
12894,Arusha Lutheran Center,17855,,496,,Lutheran,FBO,,,2013-01-24 00:17:12.595151+00,2013-01-24 00:17:12.595193+00,18,,f,,,"",Operating,"","","",MMAM,203005
12895,Arusha Med Centre,17855,,497,,Private,Private,,,2013-01-24 00:17:12.62614+00,2013-01-24 00:17:12.626182+00,16,,f,-3.3657,36.68237,"",Operating,88,"","","",203006
12896,Arusha School,17857,,498,,Private,Private,,,2013-01-24 00:17:12.660975+00,2013-01-24 00:17:12.661018+00,16,,f,,,"",Operating,31,"","","",203007
12897,Arusha X-Ray Centre,17848,,500,,Private,Private,,,2013-01-24 00:17:12.692556+00,2013-01-24 00:17:12.692615+00,16,,f,-3.36579,36.69897,"",Operating,16,"","","",203009
12898,Bagari Majengo,17768,,502,,Private,Private,,,2013-01-24 00:17:12.713844+00,2013-01-24 00:17:12.713899+00,16,,f,,,Pacific,Operating,20,"","","",203011
12899,Baraa RC,17859,,503,,RC,FBO,,,2013-01-24 00:17:12.757783+00,2013-01-24 00:17:12.757825+00,16,,f,-3.38611,36.73593,"",Operating,17,"","",Other,203012
12900,Bikira Maria Mama Wa Huruma,17768,,560,,Private,Private,,,2013-01-24 00:17:12.776776+00,2013-01-24 00:17:12.776833+00,16,,f,-3.3657,36.68762,"",Closed,93,"","","",203080
12901,Burhan,17768,,561,,Private,Private,,,2013-01-24 00:17:12.79552+00,2013-01-24 00:17:12.795562+00,16,,f,,,"",Closed,"","","","",203081
12902,Canosa,17768,,504,,RC,FBO,,,2013-01-24 00:17:12.814437+00,2013-01-24 00:17:12.814497+00,16,,f,-3.45545,36.71152,"",Operating,83,"","",Other,203013
12903,CCGI Daraja II,17768,,505,,Private,Private,,,2013-01-24 00:17:12.833554+00,2013-01-24 00:17:12.833609+00,16,,f,-3.23246,36.41441,"",Operating,64,"","",Other,203015
12904,COGI Kijenge,17768,,506,,Private,Private,,,2013-01-24 00:17:12.851236+00,2013-01-24 00:17:12.851284+00,16,,f,,,"",Operating,59,"","","",203017
12905,COGI Unga Ltd,17768,,562,,"","",,,2013-01-24 00:17:12.870809+00,2013-01-24 00:17:12.870853+00,16,,f,-3.38247,36.67402,"",Closed,"","","","",203083
12906,EBCM,17768,,563,,"","",,,2013-01-24 00:17:12.892348+00,2013-01-24 00:17:12.892402+00,16,,f,-3.36543,36.68956,"",Closed,"","","","",203084
12907,Eben,17853,,507,,Private,Private,,,2013-01-24 00:17:12.925653+00,2013-01-24 00:17:12.925696+00,16,,f,,,"",Operating,Not Allocated,"","","",203018
12908,Elerai West End,17861,,508,,Private,Private,,,2013-01-24 00:17:12.962427+00,2013-01-24 00:17:12.962475+00,16,,f,-3.21757,36.4026799999,Silent Inn,Operating,74,"","","",203019
12909,Elerani,17768,,509,,Private,Private,,,2013-01-24 00:17:12.982587+00,2013-01-24 00:17:12.982639+00,16,,f,-3.36776,36.68701,"",Operating,"","","","",203020
12910,Engosengui,17768,,510,,Private,Private,,,2013-01-24 00:17:13.002452+00,2013-01-24 00:17:13.002583+00,16,,f,-3.41706,36.68766,"",Operating,7,"","","",203021
12911,Faith,17768,,564,,Private,Private,,,2013-01-24 00:17:13.022288+00,2013-01-24 00:17:13.02233+00,16,,f,,,"",Operating,"","","","",203085
12912,FARAJA,17862,,511,,Private,Private,,,2013-01-24 00:17:13.057934+00,2013-01-24 00:17:13.05801+00,16,,f,-3.37222,36.68125,"",Operating,"","","","",203022
12913,Fauna,17768,,565,,"","",,,2013-01-24 00:17:13.078164+00,2013-01-24 00:17:13.078207+00,16,,f,,,"",Closed,"","","","",203086
12914,Gloria,17848,,512,,Private,Private,,,2013-01-24 00:17:13.109624+00,2013-01-24 00:17:13.109666+00,16,,f,-3.36175,36.69719,"",Operating,2,"","","",203024
12915,GMD,17768,,566,,"","",,,2013-01-24 00:17:13.129021+00,2013-01-24 00:17:13.129063+00,16,,f,-3.3605,36.9603,"",Closed,"","","","",203087
12916,Gogi,17768,,567,,"","",,,2013-01-24 00:17:13.148046+00,2013-01-24 00:17:13.14809+00,16,,f,-3.37886,36.70675,"",Closed,"","","","",203088
12917,Green Hope,17768,,513,,Private,Private,,,2013-01-24 00:17:13.170754+00,2013-01-24 00:17:13.170865+00,16,,f,,,"",Operating,Not Allocated,"","","",203025
12918,Gwass Sanawari,17848,,514,,Private,Private,,,2013-01-24 00:17:13.203219+00,2013-01-24 00:17:13.203261+00,16,,f,,,"",Operating,50,"","","",203026
12919,Happy,17768,,568,,"","",,,2013-01-24 00:17:13.220496+00,2013-01-24 00:17:13.220538+00,16,,f,,,"",Closed,"","","","",203091
12920,Health Master,17768,,515,,Private,Private,,,2013-01-24 00:17:13.243145+00,2013-01-24 00:17:13.243201+00,16,,f,,,"",Operating,Not Allocated,"","","",203027
12921,Heri GOOD SAMARITAN,17864,,516,,Private,Private,,,2013-01-24 00:17:13.277129+00,2013-01-24 00:17:13.277184+00,16,,f,-3.2318,36.41117,"",Operating,14,"","",Other,203028
12922,Holy Family,17866,,517,,Private,Private,,,2013-01-24 00:17:13.314062+00,2013-01-24 00:17:13.314102+00,16,,f,-3.41215,36.70756,"",Operating,78,"","","",203029
12923,Huruma Kanora,17845,,518,,Private,Private,,,2013-01-24 00:17:13.350844+00,2013-01-24 00:17:13.350887+00,16,,f,,,"",Operating,66,"","",MMAM,203030
12924,Huruma Kimandolu,17868,,519,,Private,Private,,,2013-01-24 00:17:13.387326+00,2013-01-24 00:17:13.387376+00,16,,f,-3.41899,36.65817,"",Operating,60,"","","",203031
12925,I. C. M. Fellowship,17870,,520,,Private,Private,,,2013-01-24 00:17:13.424973+00,2013-01-24 00:17:13.42512+00,16,,f,,,"",Operating,29,"","","",203032
12926,ICD,17768,,521,,"",FBO,,,2013-01-24 00:17:13.445171+00,2013-01-24 00:17:13.445213+00,16,,f,,,"",Operating,26,"","","",203033
12927,ICH,17768,,522,,"",FBO,,,2013-01-24 00:17:13.465725+00,2013-01-24 00:17:13.465766+00,16,,f,,,"",Operating,22,"","","",203034
12928,Jobi,17870,,523,,Private,Private,,,2013-01-24 00:17:13.494595+00,2013-01-24 00:17:13.49465+00,17,,f,-3.22501,36.40562,"",Operating,15,"",583,Other,203035
12929,Kaloleni,17853,,524,,MOHSW/LGA,Government,,,2013-01-24 00:17:13.525121+00,2013-01-24 00:17:13.525176+00,17,,f,-3.22159,36.41303,"",Operating,34,"","",Other,203036
12930,KAM Med Centre,17872,,525,,Private,Private,,,2013-01-24 00:17:13.561686+00,2013-01-24 00:17:13.561736+00,17,,f,-3.37106,36.68898,"",Operating,3,"","","",203037
12931,Kanora  Huruma,17768,,569,,"","",,,2013-01-24 00:17:13.578721+00,2013-01-24 00:17:13.578776+00,16,,f,-3.3875,36.68182,"",Closed,"","","","",203094
12932,Kerai TAG,17768,,570,,"","",,,2013-01-24 00:17:13.596177+00,2013-01-24 00:17:13.59623+00,16,,f,,,"",Closed,"","","",MMAM,203095
12933,Kijenge RC,17851,,571,,RC,FBO,,,2013-01-24 00:17:13.627923+00,2013-01-24 00:17:13.627976+00,16,,f,-3.38148,36.70834,"",Operating,"","","",Other,203096
12934,Kijenge SDA,17768,,572,,"","",,,2013-01-24 00:17:13.645151+00,2013-01-24 00:17:13.645194+00,16,,f,-3.22441,36.42473,"",Closed,"","","",Other,203097
12935,LCC Ngarenaro west End,17801,,573,,Private,Private,,,2013-01-24 00:17:13.665258+00,2013-01-24 00:17:13.665313+00,16,,f,-3.36268,36.67118,"",Closed,"","","","",203098
12936,Levolosi,17855,,526,,MOHSW/LGA,Government,,,2013-01-24 00:17:13.696467+00,2013-01-24 00:17:13.696519+00,17,,f,-3.37227,36.67994,"",Operating,37,"","",NIMR,203038
12937,Lulu,17874,,527,,Private,Private,,,2013-01-24 00:17:13.730288+00,2013-01-24 00:17:13.730331+00,16,,f,-3.37818,36.66236,"",Operating,77,"","","",203039
12938,Magereza,17877,,551,,Prisons,Government,,,2013-01-24 00:17:13.76566+00,2013-01-24 00:17:13.765713+00,16,,f,,,"",Operating,6,"","","",20368
12939,Malaika,17768,,528,,"","",,,2013-01-24 00:17:13.781229+00,2013-01-24 00:17:13.781282+00,16,,f,-3.38035,36.67429,"",Closed,"","","","",203041
12940,Mama Beba Mtoto Maternity,17768,,529,,Private,Private,,,2013-01-24 00:17:13.802136+00,2013-01-24 00:17:13.802179+00,16,,f,-3.36686,36.681,"",Operating,"","","","",203042
12941,Marie Stopes,17855,,530,,Private,Private,,,2013-01-24 00:17:13.83652+00,2013-01-24 00:17:13.836575+00,16,,f,-3.37478,36.68439,"",Operating,43,"",23002,"",203043
12942,Mateves,17877,,574,,MOHSW/LGA,Government,,,2013-01-24 00:17:13.867529+00,2013-01-24 00:17:13.867572+00,16,,f,,,"",Under Construction,"","","","",203100
12943,Mkonoo,17879,,531,,MOHSW/LGA,Government,,,2013-01-24 00:17:13.899718+00,2013-01-24 00:17:13.899769+00,17,,f,-3.46341,36.69767,"",Operating,36,"","",NIMR,203044
12944,Moivaro,17881,,552,,MOHSW/LGA,Government,,,2013-01-24 00:17:13.932633+00,2013-01-24 00:17:13.932685+00,17,,f,,,"",Operating,22,"","","",20369
12945,Moshi Arusha Occupational  Services,17857,,532,,Private,Private,,,2013-01-24 00:17:13.963456+00,2013-01-24 00:17:13.963505+00,16,,f,-3.37668,36.69843,"",Operating,84,"","","",203045
12946,Mount Meru,17848,,533,,MOHSW/LGA,Government,,,2013-01-24 00:17:13.992906+00,2013-01-24 00:17:13.99296+00,18,,f,-3.36411,36.69412,"",Operating,24,"","",Other,203046
12947,NAMDC,17883,,492,,"",FBO,,,2013-01-24 00:17:14.026971+00,2013-01-24 00:17:14.02702+00,16,,f,,,"",Operating,39,"","","",203001
12948,NAMDS Njiro,17768,,534,,"","",,,2013-01-24 00:17:14.04322+00,2013-01-24 00:17:14.043276+00,16,,f,,,"",Closed,"","","","",203047
12949,Nanenane,17768,,535,,Private,Private,,,2013-01-24 00:17:14.05965+00,2013-01-24 00:17:14.059703+00,16,,f,-3.40057,36.7048,"",Operating,"","","","",203048
12950,Neema,17855,,501,,Private,Private,,,2013-01-24 00:17:14.094098+00,2013-01-24 00:17:14.094153+00,16,,f,,,Neema,Operating,58,"","","",203010
12951,Ngarenaro,17855,,536,,MOHSW/LGA,Government,,,2013-01-24 00:17:14.126755+00,2013-01-24 00:17:14.12681+00,17,,f,-3.361913,36.676328,"",Operating,35,"","","",203050
12952,Okoa,17851,,537,,Others,FBO,,,2013-01-24 00:17:14.154814+00,2013-01-24 00:17:14.15487+00,16,,f,,,"",Operating,69,"","","",203051
12953,Old Arusha clinic,17857,,538,,Private,Private,,,2013-01-24 00:17:14.183992+00,2013-01-24 00:17:14.184035+00,17,,f,-3.37438,36.69721,"",Operating,21,"",23051,"",203052
12954,PAG Sanawari,17768,,539,,"","",,,2013-01-24 00:17:14.20292+00,2013-01-24 00:17:14.202967+00,16,,f,,,"",Closed,"","","","",203054
12955,PAG Sombetini,17768,,540,,"","",,,2013-01-24 00:17:14.221424+00,2013-01-24 00:17:14.221479+00,16,,f,,,"",Closed,"","","","",203055
12956,Police,17853,,541,,Police,Government,,,2013-01-24 00:17:14.252036+00,2013-01-24 00:17:14.252091+00,16,,f,-3.36801,36.69157,"",Operating,"","","","",203056
12957,SANAWARI,17884,,542,,Private,Private,,,2013-01-24 00:17:14.287719+00,2013-01-24 00:17:14.287761+00,16,,f,-3.36221,36.9582,"",Operating,95,"","","",203058
12958,Seliani Town Clinic,17855,,499,,Lutheran,FBO,,,2013-01-24 00:17:14.31684+00,2013-01-24 00:17:14.316893+00,16,,f,-3.21665,36.41113,"",Operating,55,"","",Other,203008
12959,Shabana,17768,,543,,"","",,,2013-01-24 00:17:14.335721+00,2013-01-24 00:17:14.335776+00,16,,f,,,"",Closed,"","","","",203060
12960,Shree Hindu Mandal,17872,,544,,Private,Private,,,2013-01-24 00:17:14.366314+00,2013-01-24 00:17:14.366357+00,17,,f,-3.37436,36.68843,"",Operating,61,"",312,Other,203061
12961,Sikh Temple,17855,,545,,Private,Private,,,2013-01-24 00:17:14.400655+00,2013-01-24 00:17:14.400697+00,16,,f,-3.37496,36.68488,"",Operating,49,"","","",203062
12962,Sombetini,17885,,578,,MOHSW/LGA,Government,,,2013-01-24 00:17:14.427235+00,2013-01-24 00:17:14.427279+00,16,,f,,,"",Operating,"","","","",203106
12963,Soweto,17853,,546,,Private,Private,,,2013-01-24 00:17:14.461941+00,2013-01-24 00:17:14.462004+00,17,,f,-3.36543,36.68706,"",Operating,72,"",23042,"",203063
12964,St. Elizabeth,17870,,547,,RC,FBO,,,2013-01-24 00:17:14.502241+00,2013-01-24 00:17:14.502286+00,18,,f,-3.357245,36.677003,"",Operating,27,"","","",203064
12965,St. Michael,17866,,548,,Private,Private,,,2013-01-24 00:17:14.540084+00,2013-01-24 00:17:14.540141+00,16,,f,-3.37752,36.68299,"",Operating,76,"","",Other,203065
12966,St. Thomas,17872,,549,,Private,Private,,,2013-01-24 00:17:14.579405+00,2013-01-24 00:17:14.579449+00,17,,f,-3.37248,36.68867,"",Operating,86,"","",NIMR,203066
12967,St. Veronica,17768,,550,,Private,Private,,,2013-01-24 00:17:14.603292+00,2013-01-24 00:17:14.603352+00,16,,f,-3.36674,36.67218,"",Operating,48,"","","",203067
12968,TAG Kijenge,17768,,553,,"","",,,2013-01-24 00:17:14.631484+00,2013-01-24 00:17:14.631526+00,16,,f,,,"",Closed,"","","","",203070
12969,Tanganyika Packers JWTZ,17886,,576,,TPDF,Government,,,2013-01-24 00:17:14.673149+00,2013-01-24 00:17:14.673192+00,16,,f,,,"",Operating,"","","","",203104
12970,Terrat,17888,,577,,MOHSW/LGA,Government,,,2013-01-24 00:17:14.719627+00,2013-01-24 00:17:14.719684+00,16,,f,,,"",Operating,Not Allocated,"","","",203105
12971,Terrat Road,17866,,554,,Private,Private,,,2013-01-24 00:17:14.765526+00,2013-01-24 00:17:14.765571+00,16,,f,-3.38132,36.686,"",Operating,67,"","","",203072
12972,Themi,17857,,555,,MOHSW/LGA,Government,,,2013-01-24 00:17:14.831586+00,2013-01-24 00:17:14.831776+00,17,,f,-3.39844,36.7011,"",Operating,12,"","",NIMR,203073
12973,Total Care,17768,,556,,Private,Private,,,2013-01-24 00:17:14.859035+00,2013-01-24 00:17:14.859092+00,16,,f,,,"",Operating,Not Allocated,"","","",203074
12974,Umasita,17768,,575,,"","",,,2013-01-24 00:17:14.885876+00,2013-01-24 00:17:14.885933+00,16,,f,-3.37741,36.65916,"",Closed,"","","","",203103
12975,Upendo,17848,,557,,Private,Private,,,2013-01-24 00:17:14.929879+00,2013-01-24 00:17:14.929923+00,16,,f,-3.36001,36.69614,"",Operating,75,"","","",203075
12976,Upone,17861,,558,,Private,Private,,,2013-01-24 00:17:14.9754+00,2013-01-24 00:17:14.975461+00,16,,f,-3.37977,36.67019,"",Operating,47,"","","",203076
12977,Arri Tsaayo,17893,,7282,,LGA,Government,,,2013-01-24 00:17:15.027393+00,2013-01-24 00:17:15.027447+00,16,,f,-4.14484,35.35371,"",Operating,55,"","","",2101002
12978,BAKWATA Gallapo,17896,,7283,,BAKWATA,FBO,,,2013-01-24 00:17:15.071049+00,2013-01-24 00:17:15.071106+00,16,,f,-4.17198,35.51254,BAKWATA,Operating,33,Edited name fromBkwata Gallapo to BAKWATA Gallapo,"","",2101008
12979,Buma,17891,,7285,,RC,FBO,,,2013-01-24 00:17:15.105185+00,2013-01-24 00:17:15.105243+00,18,,f,-4.24132,35.49295,"",Operating,Not Allocated,"",AR/KIJ/242,"",2101012
12980,Dabil,17898,,7286,,LGA,Government,,,2013-01-24 00:17:15.175041+00,2013-01-24 00:17:15.175106+00,16,,f,,,MANDI,Operating,53,"","","",2101013
