id,title,type_id,parent_region_id,created_at,updated_at
17754,TZ,1,,2013-01-24 00:17:10.575356+00,2013-01-24 00:17:10.57545+00
17755,Arusha,2,17754,2013-01-24 00:17:10.582316+00,2013-01-24 00:17:10.582369+00
17756,Arumeru,3,17755,2013-01-24 00:17:10.588893+00,2013-01-24 00:17:10.58894+00
17757,Moshono,4,17756,2013-01-24 00:17:10.594772+00,2013-01-24 00:17:10.594823+00
17758,Bangata,6,17757,2013-01-24 00:17:10.600714+00,2013-01-24 00:17:10.600765+00
17759,Sasi,5,17758,2013-01-24 00:17:10.606651+00,2013-01-24 00:17:10.606703+00
17760,Bangata,5,17758,2013-01-24 00:17:10.641079+00,2013-01-24 00:17:10.641133+00
17761,Bwawani,6,17757,2013-01-24 00:17:10.687394+00,2013-01-24 00:17:10.68745+00
17762,Bwawani Bwa,5,17761,2013-01-24 00:17:10.693597+00,2013-01-24 00:17:10.693651+00
17763,Enaboishu,4,17756,2013-01-24 00:17:10.743637+00,2013-01-24 00:17:10.743701+00
17764,Kimnyaki,6,17763,2013-01-24 00:17:10.749567+00,2013-01-24 00:17:10.749611+00
17765,N/Mtoni N/mt,5,17764,2013-01-24 00:17:10.754446+00,2013-01-24 00:17:10.754488+00
17766,Moivo,6,17763,2013-01-24 00:17:10.833311+00,2013-01-24 00:17:10.833356+00
17767,Oltulelei Oltu,5,17766,2013-01-24 00:17:10.839841+00,2013-01-24 00:17:10.839896+00
17768,Arusha,3,17755,2013-01-24 00:17:10.861218+00,2013-01-24 00:17:10.861267+00
17769,Enaboishu,4,17768,2013-01-24 00:17:10.866487+00,2013-01-24 00:17:10.866589+00
17770,Olturoto,6,17769,2013-01-24 00:17:10.871502+00,2013-01-24 00:17:10.871544+00
17771,Ilkrevi Ilkrevi,5,17770,2013-01-24 00:17:10.877701+00,2013-01-24 00:17:10.877754+00
17772,Mukulat,4,17768,2013-01-24 00:17:10.903085+00,2013-01-24 00:17:10.903139+00
17773,Mwandet,6,17772,2013-01-24 00:17:10.909149+00,2013-01-24 00:17:10.909194+00
17774,Imbibya,5,17773,2013-01-24 00:17:10.915076+00,2013-01-24 00:17:10.915119+00
17775,Kimnyaki,6,17769,2013-01-24 00:17:10.943988+00,2013-01-24 00:17:10.944032+00
17776,N/Mtoni N/mt,5,17775,2013-01-24 00:17:10.949867+00,2013-01-24 00:17:10.94992+00
17777,Kimnyaki Kim,5,17764,2013-01-24 00:17:10.984014+00,2013-01-24 00:17:10.984068+00
17778,Ilkiding'a,6,17763,2013-01-24 00:17:11.031071+00,2013-01-24 00:17:11.031117+00
17779,Ilkiding'a,5,17778,2013-01-24 00:17:11.037136+00,2013-01-24 00:17:11.03719+00
17780,Kiranyi,6,17763,2013-01-24 00:17:11.065702+00,2013-01-24 00:17:11.065746+00
17781,Kiranyi Kira,5,17780,2013-01-24 00:17:11.071533+00,2013-01-24 00:17:11.071574+00
17782,Mlangarini,6,17757,2013-01-24 00:17:11.099483+00,2013-01-24 00:17:11.099541+00
17783,Kiserian Kise,5,17782,2013-01-24 00:17:11.105166+00,2013-01-24 00:17:11.105218+00
17784,Mukulat,4,17756,2013-01-24 00:17:11.148783+00,2013-01-24 00:17:11.14883+00
17785,Kisongo,6,17784,2013-01-24 00:17:11.154316+00,2013-01-24 00:17:11.154358+00
17786,Lovilukunyi,5,17785,2013-01-24 00:17:11.160236+00,2013-01-24 00:17:11.160291+00
17787,Kisongo,6,17757,2013-01-24 00:17:11.192683+00,2013-01-24 00:17:11.19273+00
17788,Engolora,5,17787,2013-01-24 00:17:11.199487+00,2013-01-24 00:17:11.199533+00
17789,Oldonyosmabu,6,17772,2013-01-24 00:17:11.227378+00,2013-01-24 00:17:11.227422+00
17790,Lemongo,5,17789,2013-01-24 00:17:11.232514+00,2013-01-24 00:17:11.232556+00
17791,Mateves,6,17784,2013-01-24 00:17:11.277663+00,2013-01-24 00:17:11.277706+00
17792,Lemugur,5,17791,2013-01-24 00:17:11.283097+00,2013-01-24 00:17:11.283141+00
17793,Olkokola,6,17772,2013-01-24 00:17:11.315883+00,2013-01-24 00:17:11.315938+00
17794,Lengijave,5,17793,2013-01-24 00:17:11.321675+00,2013-01-24 00:17:11.321726+00
17795,Lesiraa,5,17785,2013-01-24 00:17:11.354999+00,2013-01-24 00:17:11.355042+00
17796,Musa,6,17784,2013-01-24 00:17:11.382915+00,2013-01-24 00:17:11.38296+00
17797,Likamba,5,17796,2013-01-24 00:17:11.389101+00,2013-01-24 00:17:11.389154+00
17798,Oldonyosmabu,6,17784,2013-01-24 00:17:11.418388+00,2013-01-24 00:17:11.418433+00
17799,Losinoni,5,17798,2013-01-24 00:17:11.424328+00,2013-01-24 00:17:11.424383+00
17800,Ilkiurei Ilk,5,17780,2013-01-24 00:17:11.457703+00,2013-01-24 00:17:11.45776+00
17801,Moshono,4,17768,2013-01-24 00:17:11.480782+00,2013-01-24 00:17:11.480826+00
17802,Mlangarini,6,17801,2013-01-24 00:17:11.486954+00,2013-01-24 00:17:11.487009+00
17803,Manyire,5,17802,2013-01-24 00:17:11.492944+00,2013-01-24 00:17:11.49299+00
17804,Mushono,4,17756,2013-01-24 00:17:11.540125+00,2013-01-24 00:17:11.540169+00
17805,Mlangarini,6,17804,2013-01-24 00:17:11.545802+00,2013-01-24 00:17:11.545845+00
17806,Manyire,5,17805,2013-01-24 00:17:11.551501+00,2013-01-24 00:17:11.551543+00
17807,Oljoro,6,17763,2013-01-24 00:17:11.581101+00,2013-01-24 00:17:11.581159+00
17808,Mbuyuni,5,17807,2013-01-24 00:17:11.587545+00,2013-01-24 00:17:11.5876+00
17809,Terrat,4,17756,2013-01-24 00:17:11.629602+00,2013-01-24 00:17:11.629658+00
17810,Moshono,6,17809,2013-01-24 00:17:11.639838+00,2013-01-24 00:17:11.639883+00
17811,Moshono,5,17810,2013-01-24 00:17:11.647246+00,2013-01-24 00:17:11.647289+00
17812,Mungushi Mung,5,17761,2013-01-24 00:17:11.678946+00,2013-01-24 00:17:11.678991+00
17813,Olotiushula,5,17796,2013-01-24 00:17:11.717046+00,2013-01-24 00:17:11.717105+00
17814,Mwandet,6,17784,2013-01-24 00:17:11.747844+00,2013-01-24 00:17:11.747902+00
17815,Engalaoni,5,17814,2013-01-24 00:17:11.7541+00,2013-01-24 00:17:11.754152+00
17816,Nduruma,6,17757,2013-01-24 00:17:11.78388+00,2013-01-24 00:17:11.783928+00
17817,Nduruma,5,17816,2013-01-24 00:17:11.790735+00,2013-01-24 00:17:11.790798+00
17818,Sokoni Ii,6,17757,2013-01-24 00:17:11.825057+00,2013-01-24 00:17:11.825104+00
17819,Ngiresi,5,17818,2013-01-24 00:17:11.831917+00,2013-01-24 00:17:11.831962+00
17820,Ngorbob,5,17791,2013-01-24 00:17:11.870602+00,2013-01-24 00:17:11.870651+00
17821,Sokon II,6,17757,2013-01-24 00:17:11.903053+00,2013-01-24 00:17:11.903099+00
17822,Oldadai,5,17821,2013-01-24 00:17:11.909608+00,2013-01-24 00:17:11.909653+00
17823,Oldonyosambu,5,17798,2013-01-24 00:17:11.948759+00,2013-01-24 00:17:11.948805+00
17824,Olturoto,6,17763,2013-01-24 00:17:11.980156+00,2013-01-24 00:17:11.980201+00
17825,O/Sapuk,5,17824,2013-01-24 00:17:11.99227+00,2013-01-24 00:17:11.992316+00
17826,Oldonyowasi,5,17789,2013-01-24 00:17:12.02801+00,2013-01-24 00:17:12.028073+00
17827,Olgilai Olg,5,17824,2013-01-24 00:17:12.061476+00,2013-01-24 00:17:12.061532+00
17828,Themi,4,17756,2013-01-24 00:17:12.083974+00,2013-01-24 00:17:12.084018+00
17829,Sombetini,6,17828,2013-01-24 00:17:12.089442+00,2013-01-24 00:17:12.089484+00
17830,Sombetini,5,17829,2013-01-24 00:17:12.094933+00,2013-01-24 00:17:12.094988+00
17831,Oljoro JKT,5,17807,2013-01-24 00:17:12.12953+00,2013-01-24 00:17:12.129575+00
17832,Engutoto,6,17809,2013-01-24 00:17:12.157327+00,2013-01-24 00:17:12.157371+00
17833,Engutoto,5,17832,2013-01-24 00:17:12.164117+00,2013-01-24 00:17:12.164159+00
17834,Olkokola,6,17784,2013-01-24 00:17:12.194559+00,2013-01-24 00:17:12.194672+00
17835,Lemanyata,5,17834,2013-01-24 00:17:12.201156+00,2013-01-24 00:17:12.201212+00
17836,O/motonyi,5,17764,2013-01-24 00:17:12.233947+00,2013-01-24 00:17:12.234009+00
17837,Olturumeti,6,17763,2013-01-24 00:17:12.261393+00,2013-01-24 00:17:12.261449+00
17838,Ekenywa,5,17837,2013-01-24 00:17:12.266256+00,2013-01-24 00:17:12.266306+00
17839,Kisongo,6,17772,2013-01-24 00:17:12.314977+00,2013-01-24 00:17:12.315028+00
17840,Lovilukuny,5,17839,2013-01-24 00:17:12.320837+00,2013-01-24 00:17:12.320887+00
17841,Kiranyi,5,17780,2013-01-24 00:17:12.354092+00,2013-01-24 00:17:12.354147+00
17842,Th/Simba Tsim,5,17761,2013-01-24 00:17:12.387304+00,2013-01-24 00:17:12.387348+00
17843,Elerai,4,17768,2013-01-24 00:17:12.409383+00,2013-01-24 00:17:12.409437+00
17844,Lemara,6,17843,2013-01-24 00:17:12.417265+00,2013-01-24 00:17:12.417316+00
17845,Lemara,5,17844,2013-01-24 00:17:12.424425+00,2013-01-24 00:17:12.424473+00
17846,Themi,4,17768,2013-01-24 00:17:12.450057+00,2013-01-24 00:17:12.450112+00
17847,Sekei,6,17846,2013-01-24 00:17:12.455815+00,2013-01-24 00:17:12.455866+00
17848,Sekei,5,17847,2013-01-24 00:17:12.461344+00,2013-01-24 00:17:12.461393+00
17849,Suye,4,17768,2013-01-24 00:17:12.507366+00,2013-01-24 00:17:12.507421+00
17850,Oloirien,6,17849,2013-01-24 00:17:12.512985+00,2013-01-24 00:17:12.513036+00
17851,Oloirien,5,17850,2013-01-24 00:17:12.520175+00,2013-01-24 00:17:12.520228+00
17852,Kaloleni,6,17846,2013-01-24 00:17:12.550071+00,2013-01-24 00:17:12.550126+00
17853,Kaloleni,5,17852,2013-01-24 00:17:12.555699+00,2013-01-24 00:17:12.555751+00
17854,Levolosi,6,17846,2013-01-24 00:17:12.585293+00,2013-01-24 00:17:12.585348+00
17855,Levolosi,5,17854,2013-01-24 00:17:12.590885+00,2013-01-24 00:17:12.59093+00
17856,Themi,6,17846,2013-01-24 00:17:12.650424+00,2013-01-24 00:17:12.65048+00
17857,Themi,5,17856,2013-01-24 00:17:12.656592+00,2013-01-24 00:17:12.656638+00
17858,Baraa,6,17849,2013-01-24 00:17:12.747289+00,2013-01-24 00:17:12.747333+00
17859,Baraa,5,17858,2013-01-24 00:17:12.754053+00,2013-01-24 00:17:12.754099+00
17860,Elerai,6,17843,2013-01-24 00:17:12.951962+00,2013-01-24 00:17:12.952016+00
17861,Elerai,5,17860,2013-01-24 00:17:12.958387+00,2013-01-24 00:17:12.95844+00
17862,Levolos,5,17854,2013-01-24 00:17:13.054485+00,2013-01-24 00:17:13.054541+00
17863,Sokon 1,6,17843,2013-01-24 00:17:13.266982+00,2013-01-24 00:17:13.267026+00
17864,Sokon 1,5,17863,2013-01-24 00:17:13.272238+00,2013-01-24 00:17:13.272281+00
17865,Unga Ltd,6,17846,2013-01-24 00:17:13.304123+00,2013-01-24 00:17:13.304178+00
17866,Unga Ltd,5,17865,2013-01-24 00:17:13.310473+00,2013-01-24 00:17:13.310583+00
17867,Kimandolu,6,17849,2013-01-24 00:17:13.378395+00,2013-01-24 00:17:13.37844+00
17868,Kimandolu,5,17867,2013-01-24 00:17:13.383998+00,2013-01-24 00:17:13.384055+00
17869,Ngarenaro,6,17846,2013-01-24 00:17:13.414167+00,2013-01-24 00:17:13.414225+00
17870,Ngarenaro,5,17869,2013-01-24 00:17:13.420673+00,2013-01-24 00:17:13.420719+00
17871,Kati,6,17846,2013-01-24 00:17:13.551987+00,2013-01-24 00:17:13.552042+00
17872,Kati,5,17871,2013-01-24 00:17:13.558594+00,2013-01-24 00:17:13.558647+00
17873,Sombetini,6,17843,2013-01-24 00:17:13.71973+00,2013-01-24 00:17:13.719775+00
17874,Sombetini,5,17873,2013-01-24 00:17:13.726432+00,2013-01-24 00:17:13.726481+00
17875,Terrat,4,17768,2013-01-24 00:17:13.750557+00,2013-01-24 00:17:13.750612+00
17876,Mateves,6,17875,2013-01-24 00:17:13.756398+00,2013-01-24 00:17:13.75644+00
17877,Mateves,5,17876,2013-01-24 00:17:13.762338+00,2013-01-24 00:17:13.76238+00
17878,Terrat,6,17846,2013-01-24 00:17:13.89126+00,2013-01-24 00:17:13.891316+00
17879,Terrat,5,17878,2013-01-24 00:17:13.896178+00,2013-01-24 00:17:13.89623+00
17880,Moivaro,6,17846,2013-01-24 00:17:13.923776+00,2013-01-24 00:17:13.92382+00
17881,Moivaro,5,17880,2013-01-24 00:17:13.928751+00,2013-01-24 00:17:13.928793+00
17882,Engutoto,6,17846,2013-01-24 00:17:14.017758+00,2013-01-24 00:17:14.017813+00
17883,Engosengiu,5,17882,2013-01-24 00:17:14.023261+00,2013-01-24 00:17:14.023324+00
17884,Sanawari,5,17847,2013-01-24 00:17:14.284382+00,2013-01-24 00:17:14.284428+00
17885,Sombetini,6,17849,2013-01-24 00:17:14.423154+00,2013-01-24 00:17:14.423209+00
17886,Mlangarini/Chekereni,5,17802,2013-01-24 00:17:14.668821+00,2013-01-24 00:17:14.668869+00
17887,Terrat,6,17875,2013-01-24 00:17:14.707251+00,2013-01-24 00:17:14.707314+00
17888,Terrat,5,17887,2013-01-24 00:17:14.714625+00,2013-01-24 00:17:14.714694+00
17889,Manyara,2,17754,2013-01-24 00:17:14.990485+00,2013-01-24 00:17:14.990679+00
17890,Babati,3,17889,2013-01-24 00:17:15.000643+00,2013-01-24 00:17:15.000688+00
17891,Bashnet,4,17890,2013-01-24 00:17:15.006582+00,2013-01-24 00:17:15.006689+00
17892,Arri,6,17891,2013-01-24 00:17:15.015619+00,2013-01-24 00:17:15.015687+00
17893,Arri,5,17892,2013-01-24 00:17:15.023515+00,2013-01-24 00:17:15.023583+00
17894,Babati,4,17890,2013-01-24 00:17:15.052599+00,2013-01-24 00:17:15.052663+00
17895,Gallapo,6,17894,2013-01-24 00:17:15.059675+00,2013-01-24 00:17:15.059738+00
17896,Gallapo,5,17895,2013-01-24 00:17:15.066372+00,2013-01-24 00:17:15.066558+00
17897,Dabil,6,17891,2013-01-24 00:17:15.160189+00,2013-01-24 00:17:15.160252+00
17898,Mandi,5,17897,2013-01-24 00:17:15.170115+00,2013-01-24 00:17:15.170163+00
17899,Dareda,6,17891,2013-01-24 00:17:15.213315+00,2013-01-24 00:17:15.213385+00
17900,Seloto,5,17899,2013-01-24 00:17:15.222235+00,2013-01-24 00:17:15.222282+00
17901,Dohomu,5,17892,2013-01-24 00:17:15.273736+00,2013-01-24 00:17:15.273786+00
17902,Duru,6,17894,2013-01-24 00:17:15.315775+00,2013-01-24 00:17:15.315821+00
17903,Duru,5,17902,2013-01-24 00:17:15.324422+00,2013-01-24 00:17:15.324469+00
17904,Riroda,6,17894,2013-01-24 00:17:15.361439+00,2013-01-24 00:17:15.361484+00
17905,Endabeg,5,17904,2013-01-24 00:17:15.369408+00,2013-01-24 00:17:15.369456+00
17906,Endagwe,5,17902,2013-01-24 00:17:15.409678+00,2013-01-24 00:17:15.409741+00
17907,Mamire,6,17894,2013-01-24 00:17:15.449139+00,2013-01-24 00:17:15.449186+00
17908,Endakisso,5,17907,2013-01-24 00:17:15.457182+00,2013-01-24 00:17:15.457233+00
17909,Galapo,5,17895,2013-01-24 00:17:15.504647+00,2013-01-24 00:17:15.504709+00
17910,Gedamar,5,17895,2013-01-24 00:17:15.551519+00,2013-01-24 00:17:15.551583+00
17911,Mbugwe,4,17890,2013-01-24 00:17:15.587962+00,2013-01-24 00:17:15.588013+00
17912,Gidas,6,17894,2013-01-24 00:17:15.628672+00,2013-01-24 00:17:15.628743+00
17913,Gidas,5,17912,2013-01-24 00:17:15.636706+00,2013-01-24 00:17:15.636829+00
17914,Kiru,6,17894,2013-01-24 00:17:15.679606+00,2013-01-24 00:17:15.679652+00
17915,Kiru six,5,17914,2013-01-24 00:17:15.687364+00,2013-01-24 00:17:15.687517+00
17916,Mwada,6,17911,2013-01-24 00:17:15.727196+00,2013-01-24 00:17:15.727258+00
17917,Kisangaji,5,17916,2013-01-24 00:17:15.735421+00,2013-01-24 00:17:15.73548+00
17918,Ufana,6,17891,2013-01-24 00:17:15.772477+00,2013-01-24 00:17:15.772539+00
17919,Luxmanda,5,17918,2013-01-24 00:17:15.782784+00,2013-01-24 00:17:15.782828+00
17920,Madunga,6,17891,2013-01-24 00:17:15.820041+00,2013-01-24 00:17:15.820101+00
17921,Utwari,5,17920,2013-01-24 00:17:15.829051+00,2013-01-24 00:17:15.829116+00
17922,Magara,6,17911,2013-01-24 00:17:15.859313+00,2013-01-24 00:17:15.859377+00
17923,Magara,5,17922,2013-01-24 00:17:15.865575+00,2013-01-24 00:17:15.865633+00
17924,Magugu,6,17911,2013-01-24 00:17:15.893854+00,2013-01-24 00:17:15.893916+00
17925,Magugu,5,17924,2013-01-24 00:17:15.90013+00,2013-01-24 00:17:15.900188+00
17926,Mamire,5,17907,2013-01-24 00:17:15.931868+00,2013-01-24 00:17:15.931926+00
17927,Moyamayoka,5,17922,2013-01-24 00:17:15.981505+00,2013-01-24 00:17:15.98156+00
17928,Merr,5,17920,2013-01-24 00:17:16.01221+00,2013-01-24 00:17:16.012267+00
17929,Nkaiti,6,17911,2013-01-24 00:17:16.040026+00,2013-01-24 00:17:16.040081+00
17930,Minjingu,5,17929,2013-01-24 00:17:16.045103+00,2013-01-24 00:17:16.045156+00
17931,Mwikantsi,5,17907,2013-01-24 00:17:16.075629+00,2013-01-24 00:17:16.075684+00
17932,Olasiti,5,17929,2013-01-24 00:17:16.105015+00,2013-01-24 00:17:16.10507+00
17933,Vilimavitatu/Mdori,5,17929,2013-01-24 00:17:16.133367+00,2013-01-24 00:17:16.133426+00
17934,Qameyu,5,17920,2013-01-24 00:17:16.161507+00,2013-01-24 00:17:16.161562+00
17935,Qash,6,17894,2013-01-24 00:17:16.190303+00,2013-01-24 00:17:16.190365+00
17936,Qash,5,17935,2013-01-24 00:17:16.199125+00,2013-01-24 00:17:16.199172+00
17937,Riroda,5,17904,2013-01-24 00:17:16.233326+00,2013-01-24 00:17:16.233381+00
17938,Sangaiwe,5,17916,2013-01-24 00:17:16.267472+00,2013-01-24 00:17:16.267528+00
17939,Secheda,5,17918,2013-01-24 00:17:16.297067+00,2013-01-24 00:17:16.29713+00
17940,Setchet,5,17918,2013-01-24 00:17:16.326549+00,2013-01-24 00:17:16.326611+00
17941,Shaurimoyo,5,17916,2013-01-24 00:17:16.353074+00,2013-01-24 00:17:16.353129+00
17942,Nkaiti,5,17929,2013-01-24 00:17:16.38211+00,2013-01-24 00:17:16.382157+00
17943,Ufana,5,17918,2013-01-24 00:17:16.416484+00,2013-01-24 00:17:16.416532+00
17944,Babati Mjini,6,17894,2013-01-24 00:17:16.584559+00,2013-01-24 00:17:16.584613+00
17945,Maisaka B,5,17944,2013-01-24 00:17:16.590875+00,2013-01-24 00:17:16.590926+00
17946,Gorowa,4,17890,2013-01-24 00:17:16.623708+00,2013-01-24 00:17:16.623769+00
17947,Bonga,6,17946,2013-01-24 00:17:16.630419+00,2013-01-24 00:17:16.630468+00
17948,Bonga Mjini,5,17947,2013-01-24 00:17:16.638056+00,2013-01-24 00:17:16.63812+00
17949,Maisaka,6,17894,2013-01-24 00:17:16.672021+00,2013-01-24 00:17:16.672087+00
17950,Kiongozi,5,17949,2013-01-24 00:17:16.678785+00,2013-01-24 00:17:16.678836+00
17951,Malangi,5,17949,2013-01-24 00:17:16.751931+00,2013-01-24 00:17:16.751989+00
17952,Bagara,6,17894,2013-01-24 00:17:16.782356+00,2013-01-24 00:17:16.782403+00
17953,Miomboni,5,17952,2013-01-24 00:17:16.788625+00,2013-01-24 00:17:16.788669+00
17954,Babati,6,17894,2013-01-24 00:17:16.823825+00,2013-01-24 00:17:16.823879+00
17955,Babati  Mjini,5,17954,2013-01-24 00:17:16.830135+00,2013-01-24 00:17:16.830181+00
17956,Nyunguu /Nagrenaro?,5,17952,2013-01-24 00:17:16.865361+00,2013-01-24 00:17:16.865419+00
17957,Osterbay,5,17952,2013-01-24 00:17:16.899097+00,2013-01-24 00:17:16.899145+00
17958,Hangoni,5,17944,2013-01-24 00:17:16.934934+00,2013-01-24 00:17:16.935005+00
17959,Majengo,5,17952,2013-01-24 00:17:16.971454+00,2013-01-24 00:17:16.971511+00
17960,Pwani,2,17754,2013-01-24 00:17:16.985433+00,2013-01-24 00:17:16.985486+00
17961,Bagamoyo,3,17960,2013-01-24 00:17:16.990744+00,2013-01-24 00:17:16.990785+00
17962,Mwambao,4,17961,2013-01-24 00:17:16.995594+00,2013-01-24 00:17:16.995646+00
17963,Dunda,6,17962,2013-01-24 00:17:17.001028+00,2013-01-24 00:17:17.001077+00
17964,Dunda,5,17963,2013-01-24 00:17:17.006437+00,2013-01-24 00:17:17.006488+00
17965,Msoga,4,17961,2013-01-24 00:17:17.027943+00,2013-01-24 00:17:17.027998+00
17966,Ubena zomozi,6,17965,2013-01-24 00:17:17.033545+00,2013-01-24 00:17:17.033597+00
17967,Visakazi,5,17966,2013-01-24 00:17:17.038779+00,2013-01-24 00:17:17.03883+00
17968,Bwilingu,6,17965,2013-01-24 00:17:17.06262+00,2013-01-24 00:17:17.062674+00
17969,Bwilingu,5,17968,2013-01-24 00:17:17.067404+00,2013-01-24 00:17:17.067456+00
17970,Magomeni,6,17962,2013-01-24 00:17:17.121951+00,2013-01-24 00:17:17.12203+00
17971,Msata,4,17961,2013-01-24 00:17:17.16588+00,2013-01-24 00:17:17.165935+00
17972,Fukayosi,6,17971,2013-01-24 00:17:17.175529+00,2013-01-24 00:17:17.175584+00
17973,Fukayosi,5,17972,2013-01-24 00:17:17.183734+00,2013-01-24 00:17:17.183788+00
17974,Miono,4,17961,2013-01-24 00:17:17.205124+00,2013-01-24 00:17:17.205178+00
17975,Mandera,6,17974,2013-01-24 00:17:17.209992+00,2013-01-24 00:17:17.210043+00
17976,Hondogo,5,17975,2013-01-24 00:17:17.215369+00,2013-01-24 00:17:17.215422+00
17977,Kaole,5,17963,2013-01-24 00:17:17.267922+00,2013-01-24 00:17:17.267979+00
17978,Yombo,4,17961,2013-01-24 00:17:17.294615+00,2013-01-24 00:17:17.294663+00
17979,Zinga,6,17978,2013-01-24 00:17:17.302297+00,2013-01-24 00:17:17.302352+00
17980,Kerege,5,17979,2013-01-24 00:17:17.309563+00,2013-01-24 00:17:17.309614+00
17981,Kwaruhombo,4,17961,2013-01-24 00:17:17.331932+00,2013-01-24 00:17:17.331987+00
17982,Kibindu,6,17981,2013-01-24 00:17:17.337087+00,2013-01-24 00:17:17.337139+00
17983,Kibindu,5,17982,2013-01-24 00:17:17.341831+00,2013-01-24 00:17:17.341883+00
17984,Vigwaza,6,17965,2013-01-24 00:17:17.36721+00,2013-01-24 00:17:17.367265+00
17985,Kidogozero,5,17984,2013-01-24 00:17:17.371918+00,2013-01-24 00:17:17.37197+00
17986,Kidomole,5,17972,2013-01-24 00:17:17.399627+00,2013-01-24 00:17:17.399682+00
17987,Kimange,6,17981,2013-01-24 00:17:17.425091+00,2013-01-24 00:17:17.425146+00
17988,Kifuleta,5,17987,2013-01-24 00:17:17.429882+00,2013-01-24 00:17:17.429933+00
17989,Kimange,5,17987,2013-01-24 00:17:17.507485+00,2013-01-24 00:17:17.507541+00
17990,Kiromo,6,17978,2013-01-24 00:17:17.531695+00,2013-01-24 00:17:17.531749+00
17991,Kiromo,5,17990,2013-01-24 00:17:17.538485+00,2013-01-24 00:17:17.538535+00
17992,Kiwangwa,6,17971,2013-01-24 00:17:17.580183+00,2013-01-24 00:17:17.580237+00
17993,Kiwangwa,5,17992,2013-01-24 00:17:17.58499+00,2013-01-24 00:17:17.58504+00
17994,Yombo,6,17978,2013-01-24 00:17:17.608764+00,2013-01-24 00:17:17.608818+00
17995,Kongo,5,17994,2013-01-24 00:17:17.6141+00,2013-01-24 00:17:17.614152+00
17996,Kwamduma,5,17982,2013-01-24 00:17:17.655842+00,2013-01-24 00:17:17.655898+00
17997,Kwamsanja,5,17982,2013-01-24 00:17:17.682504+00,2013-01-24 00:17:17.682558+00
17998,Mbwewe,6,17981,2013-01-24 00:17:17.707635+00,2013-01-24 00:17:17.707696+00
17999,Kwangâandu,5,17998,2013-01-24 00:17:17.713822+00,2013-01-24 00:17:17.713872+00
18000,Kwaruhombo,5,17998,2013-01-24 00:17:17.741378+00,2013-01-24 00:17:17.741433+00
18001,Miono,6,17974,2013-01-24 00:17:17.764405+00,2013-01-24 00:17:17.764461+00
18002,Kweikonje,5,18001,2013-01-24 00:17:17.769564+00,2013-01-24 00:17:17.769614+00
18003,Lugoba,6,17965,2013-01-24 00:17:17.809821+00,2013-01-24 00:17:17.809882+00
18004,Lunga,5,18003,2013-01-24 00:17:17.815056+00,2013-01-24 00:17:17.815109+00
18005,Makurunge,5,17970,2013-01-24 00:17:17.922494+00,2013-01-24 00:17:17.922552+00
18006,Mkange,6,17974,2013-01-24 00:17:17.94466+00,2013-01-24 00:17:17.944714+00
18007,Mandamazingira,5,18006,2013-01-24 00:17:17.949243+00,2013-01-24 00:17:17.949295+00
18008,Mandera,5,17975,2013-01-24 00:17:17.989853+00,2013-01-24 00:17:17.989908+00
18009,Mapinga,5,17979,2013-01-24 00:17:18.017273+00,2013-01-24 00:17:18.017327+00
18010,Masimbani,5,18001,2013-01-24 00:17:18.046751+00,2013-01-24 00:17:18.046807+00
18011,Masunguru,5,17992,2013-01-24 00:17:18.074652+00,2013-01-24 00:17:18.074734+00
18012,Mataya,5,17990,2013-01-24 00:17:18.105731+00,2013-01-24 00:17:18.105792+00
18013,Matipwili,5,18006,2013-01-24 00:17:18.134789+00,2013-01-24 00:17:18.134843+00
18014,Matuli,5,17968,2013-01-24 00:17:18.162567+00,2013-01-24 00:17:18.162621+00
18015,Pande,5,17979,2013-01-24 00:17:18.191033+00,2013-01-24 00:17:18.191089+00
18016,Mboga,5,18003,2013-01-24 00:17:18.218559+00,2013-01-24 00:17:18.218613+00
18017,Mbwewe,5,17998,2013-01-24 00:17:18.245516+00,2013-01-24 00:17:18.245568+00
18018,Mihuga,5,18001,2013-01-24 00:17:18.307474+00,2013-01-24 00:17:18.307528+00
18019,Miono,5,18001,2013-01-24 00:17:18.351519+00,2013-01-24 00:17:18.351573+00
18020,Mkange,5,18006,2013-01-24 00:17:18.378433+00,2013-01-24 00:17:18.378487+00
18021,Mkenge,5,17972,2013-01-24 00:17:18.408398+00,2013-01-24 00:17:18.408456+00
18022,Msata,6,17971,2013-01-24 00:17:18.439753+00,2013-01-24 00:17:18.439807+00
18023,Mkoko,5,18022,2013-01-24 00:17:18.444502+00,2013-01-24 00:17:18.444552+00
18024,Mlingotini,5,17979,2013-01-24 00:17:18.473424+00,2013-01-24 00:17:18.47347+00
18025,Msata,5,18022,2013-01-24 00:17:18.502335+00,2013-01-24 00:17:18.502389+00
18026,Msinune,5,17992,2013-01-24 00:17:18.529253+00,2013-01-24 00:17:18.529308+00
18027,Msoga,5,18003,2013-01-24 00:17:18.562354+00,2013-01-24 00:17:18.562399+00
18028,Mkongo,4,17961,2013-01-24 00:17:18.600923+00,2013-01-24 00:17:18.600978+00
18029,Mtunda,6,18028,2013-01-24 00:17:18.606392+00,2013-01-24 00:17:18.606444+00
18030,Mtunda A,5,18029,2013-01-24 00:17:18.612298+00,2013-01-24 00:17:18.612345+00
18031,Pongwekiona,5,17987,2013-01-24 00:17:18.673265+00,2013-01-24 00:17:18.673312+00
