id,title,type_id,parent_region_id,created_at,updated_at
18861,Nkome,5,18810,2013-01-24 00:19:19.474585+00,2013-01-24 00:19:19.47463+00
18862,Nyakaduha,5,18848,2013-01-24 00:19:19.962985+00,2013-01-24 00:19:19.963033+00
18863,Nyalwanzaja,5,18859,2013-01-24 00:19:20.210889+00,2013-01-24 00:19:20.210949+00
18864,Mtakuja,6,18800,2013-01-24 00:19:20.434274+00,2013-01-24 00:19:20.434331+00
18865,Nyamalembo,5,18864,2013-01-24 00:19:20.440749+00,2013-01-24 00:19:20.440795+00
18866,Nyamalimbe,6,18788,2013-01-24 00:19:20.664312+00,2013-01-24 00:19:20.664375+00
18867,Nyamalimbe,5,18866,2013-01-24 00:19:20.669778+00,2013-01-24 00:19:20.669838+00
18868,Nyamwilolelwa,5,18816,2013-01-24 00:19:20.90995+00,2013-01-24 00:19:20.910016+00
18869,Nyang'hwale,6,18807,2013-01-24 00:19:21.153748+00,2013-01-24 00:19:21.153804+00
18870,Ibambila,5,18869,2013-01-24 00:19:21.160138+00,2013-01-24 00:19:21.160185+00
18871,Nyangalamila,5,18827,2013-01-24 00:19:21.386354+00,2013-01-24 00:19:21.386399+00
18872,Nyankumbu,5,18833,2013-01-24 00:19:21.624658+00,2013-01-24 00:19:21.624716+00
18873,Nyarugusu,5,18822,2013-01-24 00:19:21.860281+00,2013-01-24 00:19:21.860345+00
18874,Nyakagomba,6,18791,2013-01-24 00:19:22.012811+00,2013-01-24 00:19:22.012867+00
18875,Nyasembe,5,18874,2013-01-24 00:19:22.103033+00,2013-01-24 00:19:22.103089+00
18876,Nyijundu,5,18869,2013-01-24 00:19:22.29055+00,2013-01-24 00:19:22.290609+00
18877,Nyugwa,6,18794,2013-01-24 00:19:22.522725+00,2013-01-24 00:19:22.522782+00
18878,Nyugwa,5,18877,2013-01-24 00:19:22.527846+00,2013-01-24 00:19:22.527897+00
18879,Nzera,5,18820,2013-01-24 00:19:22.767119+00,2013-01-24 00:19:22.767182+00
18880,Senga,6,18785,2013-01-24 00:19:22.92707+00,2013-01-24 00:19:22.927124+00
18881,Senga,5,18880,2013-01-24 00:19:23.005551+00,2013-01-24 00:19:23.005605+00
18882,Shabaka,6,18807,2013-01-24 00:19:23.177002+00,2013-01-24 00:19:23.177057+00
18883,Shabaka,5,18882,2013-01-24 00:19:23.255597+00,2013-01-24 00:19:23.255654+00
18884,Kilimanjaro,2,17754,2013-01-24 00:19:23.731495+00,2013-01-24 00:19:23.731541+00
18885,Hai,3,18884,2013-01-24 00:19:23.810496+00,2013-01-24 00:19:23.810554+00
18886,Masama,4,18885,2013-01-24 00:19:23.888599+00,2013-01-24 00:19:23.888646+00
18887,Masama Kusini,6,18886,2013-01-24 00:19:23.895154+00,2013-01-24 00:19:23.89522+00
18888,Kwasadala,5,18887,2013-01-24 00:19:23.972817+00,2013-01-24 00:19:23.972879+00
18889,Hai Mjini,6,18886,2013-01-24 00:19:24.136169+00,2013-01-24 00:19:24.136223+00
18890,Kibaoni,5,18889,2013-01-24 00:19:24.201974+00,2013-01-24 00:19:24.20202+00
18891,Msikitini,5,18889,2013-01-24 00:19:24.929577+00,2013-01-24 00:19:24.929794+00
18892,Masama Rundugai,6,18886,2013-01-24 00:19:25.182618+00,2013-01-24 00:19:25.182699+00
18893,Chekimaji,5,18892,2013-01-24 00:19:25.228123+00,2013-01-24 00:19:25.228185+00
18894,Machame,4,18885,2013-01-24 00:19:25.455815+00,2013-01-24 00:19:25.455872+00
18895,Machame Magharibi,6,18894,2013-01-24 00:19:25.524265+00,2013-01-24 00:19:25.524312+00
18896,Kyeeri,5,18895,2013-01-24 00:19:25.532315+00,2013-01-24 00:19:25.532377+00
18897,Bomani,5,18889,2013-01-24 00:19:25.759029+00,2013-01-24 00:19:25.759075+00
18898,Gezaulole,5,18889,2013-01-24 00:19:26.258402+00,2013-01-24 00:19:26.258459+00
18899,Kawaya,5,18892,2013-01-24 00:19:26.499612+00,2013-01-24 00:19:26.499668+00
18900,KIA Taasisi,5,18892,2013-01-24 00:19:26.745056+00,2013-01-24 00:19:26.745119+00
18901,KIA,5,18892,2013-01-24 00:19:27.047192+00,2013-01-24 00:19:27.047239+00
18902,Lyamungo,4,18885,2013-01-24 00:19:27.211092+00,2013-01-24 00:19:27.211158+00
18903,Machame Kusini,6,18902,2013-01-24 00:19:27.278449+00,2013-01-24 00:19:27.278508+00
18904,Kikavu chini,5,18903,2013-01-24 00:19:27.285113+00,2013-01-24 00:19:27.285162+00
18905,Masama Mashariki,6,18886,2013-01-24 00:19:27.866921+00,2013-01-24 00:19:27.866985+00
18906,Roo,5,18905,2013-01-24 00:19:27.872684+00,2013-01-24 00:19:27.872733+00
18907,Machame Mashariki,6,18894,2013-01-24 00:19:28.259874+00,2013-01-24 00:19:28.259937+00
18908,Nkuu Sinde,5,18907,2013-01-24 00:19:28.265991+00,2013-01-24 00:19:28.266051+00
18909,Machame Kaskazini,6,18894,2013-01-24 00:19:28.507256+00,2013-01-24 00:19:28.507304+00
18910,Wari,5,18909,2013-01-24 00:19:28.577192+00,2013-01-24 00:19:28.577257+00
18911,Kware,5,18887,2013-01-24 00:19:28.850853+00,2013-01-24 00:19:28.850917+00
18912,Kwatito,5,18903,2013-01-24 00:19:29.275437+00,2013-01-24 00:19:29.275495+00
18913,Nshara,5,18909,2013-01-24 00:19:29.758439+00,2013-01-24 00:19:29.758485+00
18914,Masama Magharibi,6,18886,2013-01-24 00:19:29.974656+00,2013-01-24 00:19:29.974703+00
18915,Lemira Kati,5,18914,2013-01-24 00:19:30.054088+00,2013-01-24 00:19:30.054148+00
18916,Longoi,5,18903,2013-01-24 00:19:30.293058+00,2013-01-24 00:19:30.293103+00
18917,Losaa,5,18914,2013-01-24 00:19:30.545434+00,2013-01-24 00:19:30.545494+00
18918,Lukani,5,18914,2013-01-24 00:19:30.763191+00,2013-01-24 00:19:30.763235+00
18919,Lyamungo,5,18907,2013-01-24 00:19:30.9951+00,2013-01-24 00:19:30.995152+00
18920,Lyamungo Kati,5,18907,2013-01-24 00:19:31.284028+00,2013-01-24 00:19:31.284096+00
18921,Foo,5,18909,2013-01-24 00:19:31.514246+00,2013-01-24 00:19:31.514307+00
18922,Magadini,5,18889,2013-01-24 00:19:31.775671+00,2013-01-24 00:19:31.775748+00
18923,Shirinjoro,5,18903,2013-01-24 00:19:31.996068+00,2013-01-24 00:19:31.996116+00
18924,Shiri Njoro,5,18903,2013-01-24 00:19:32.203025+00,2013-01-24 00:19:32.203133+00
18925,Mungushi,5,18887,2013-01-24 00:19:32.433094+00,2013-01-24 00:19:32.433141+00
18926,Mudio,5,18905,2013-01-24 00:19:32.693488+00,2013-01-24 00:19:32.693534+00
18927,Mbweera,5,18905,2013-01-24 00:19:32.912389+00,2013-01-24 00:19:32.912448+00
18928,Mashua,5,18914,2013-01-24 00:19:33.149641+00,2013-01-24 00:19:33.149695+00
18929,Kambi ya Raha,5,18889,2013-01-24 00:19:33.401106+00,2013-01-24 00:19:33.401153+00
18930,Mbatakero,5,18903,2013-01-24 00:19:33.648627+00,2013-01-24 00:19:33.648674+00
18931,Mbosho,5,18914,2013-01-24 00:19:33.815584+00,2013-01-24 00:19:33.815642+00
18932,Mkalama,5,18892,2013-01-24 00:19:34.076508+00,2013-01-24 00:19:34.076554+00
18933,Usari,5,18907,2013-01-24 00:19:34.487884+00,2013-01-24 00:19:34.487944+00
18934,Orori,5,18907,2013-01-24 00:19:34.774871+00,2013-01-24 00:19:34.774939+00
18935,Ng'uni,5,18914,2013-01-24 00:19:35.026714+00,2013-01-24 00:19:35.026762+00
18936,Nkwansira,5,18914,2013-01-24 00:19:35.456763+00,2013-01-24 00:19:35.456829+00
18937,Nkuu Ndoo,5,18907,2013-01-24 00:19:35.723364+00,2013-01-24 00:19:35.723413+00
18938,Nronga,5,18895,2013-01-24 00:19:36.062116+00,2013-01-24 00:19:36.062194+00
18939,Rundugai,5,18892,2013-01-24 00:19:36.575041+00,2013-01-24 00:19:36.575089+00
18940,Saawe,5,18905,2013-01-24 00:19:36.861603+00,2013-01-24 00:19:36.861648+00
18941,Shirimgungani,5,18903,2013-01-24 00:19:37.289933+00,2013-01-24 00:19:37.290024+00
18942,Sonu,5,18905,2013-01-24 00:19:37.474657+00,2013-01-24 00:19:37.474701+00
18943,Tindigani,5,18892,2013-01-24 00:19:37.710228+00,2013-01-24 00:19:37.710273+00
18944,Machame Uroki,6,18894,2013-01-24 00:19:38.134212+00,2013-01-24 00:19:38.134257+00
18945,Shari,5,18944,2013-01-24 00:19:38.177447+00,2013-01-24 00:19:38.177491+00
18946,Uswaa,5,18944,2013-01-24 00:19:38.418446+00,2013-01-24 00:19:38.418573+00
18947,Mijongweni,5,18903,2013-01-24 00:19:38.657447+00,2013-01-24 00:19:38.657496+00
18948,Hanang',3,17889,2013-01-24 00:19:39.038314+00,2013-01-24 00:19:39.038362+00
18949,Balangdalalu,4,18948,2013-01-24 00:19:39.047676+00,2013-01-24 00:19:39.047722+00
18950,Balangdalalu,6,18949,2013-01-24 00:19:39.102307+00,2013-01-24 00:19:39.102351+00
18951,Balangdalalu,5,18950,2013-01-24 00:19:39.108811+00,2013-01-24 00:19:39.108873+00
18952,Endasak,4,18948,2013-01-24 00:19:39.339382+00,2013-01-24 00:19:39.339441+00
18953,Gitting,6,18952,2013-01-24 00:19:39.344996+00,2013-01-24 00:19:39.345053+00
18954,Barjomot,5,18953,2013-01-24 00:19:39.410329+00,2013-01-24 00:19:39.410376+00
18955,Bassotu,4,18948,2013-01-24 00:19:39.568616+00,2013-01-24 00:19:39.568664+00
18956,Bassodesh,6,18955,2013-01-24 00:19:39.573984+00,2013-01-24 00:19:39.574025+00
18957,Bassodesh,5,18956,2013-01-24 00:19:39.651972+00,2013-01-24 00:19:39.652034+00
18958,Bassotu ziwani,6,18955,2013-01-24 00:19:39.816232+00,2013-01-24 00:19:39.816279+00
18959,Bassotu Ziwani,5,18958,2013-01-24 00:19:39.906975+00,2013-01-24 00:19:39.907024+00
18960,Daudi,4,18948,2013-01-24 00:19:40.064732+00,2013-01-24 00:19:40.06478+00
18961,Gendabi,6,18960,2013-01-24 00:19:40.143333+00,2013-01-24 00:19:40.143378+00
18962,Dawar,5,18961,2013-01-24 00:19:40.149571+00,2013-01-24 00:19:40.149634+00
18963,Katesh,4,18948,2013-01-24 00:19:40.29704+00,2013-01-24 00:19:40.297086+00
18964,Nangwa,6,18963,2013-01-24 00:19:40.363076+00,2013-01-24 00:19:40.363121+00
18965,Dirma,5,18964,2013-01-24 00:19:40.36805+00,2013-01-24 00:19:40.368095+00
18966,Mogitu,6,18963,2013-01-24 00:19:40.615263+00,2013-01-24 00:19:40.61532+00
18967,Dumbeta,5,18966,2013-01-24 00:19:40.620781+00,2013-01-24 00:19:40.620832+00
18968,Endasak,6,18952,2013-01-24 00:19:40.856657+00,2013-01-24 00:19:40.856703+00
18969,Endasak,5,18968,2013-01-24 00:19:40.861441+00,2013-01-24 00:19:40.861483+00
18970,Endasiwold,6,18952,2013-01-24 00:19:41.345795+00,2013-01-24 00:19:41.345841+00
18971,Garbapi,5,18970,2013-01-24 00:19:41.352278+00,2013-01-24 00:19:41.352324+00
18972,Gehandu,6,18949,2013-01-24 00:19:41.576304+00,2013-01-24 00:19:41.576369+00
18973,Gehandu,5,18972,2013-01-24 00:19:41.65481+00,2013-01-24 00:19:41.654872+00
18974,Gendabi,4,18948,2013-01-24 00:19:41.822407+00,2013-01-24 00:19:41.822471+00
18975,Gendabi,6,18974,2013-01-24 00:19:41.828168+00,2013-01-24 00:19:41.828219+00
18976,AR/KIJ/277,5,18975,2013-01-24 00:19:41.83334+00,2013-01-24 00:19:41.833384+00
18977,Getanuwas,6,18955,2013-01-24 00:19:42.086693+00,2013-01-24 00:19:42.08674+00
18978,Getanuwas,5,18977,2013-01-24 00:19:42.091417+00,2013-01-24 00:19:42.091459+00
18979,Mogitu,5,18966,2013-01-24 00:19:42.265919+00,2013-01-24 00:19:42.265993+00
18980,Gidahababieg,6,18952,2013-01-24 00:19:42.470154+00,2013-01-24 00:19:42.542319+00
18981,Gidahababieq,5,18980,2013-01-24 00:19:42.54839+00,2013-01-24 00:19:42.548447+00
18982,Gitting,5,18953,2013-01-24 00:19:42.794862+00,2013-01-24 00:19:42.794909+00
18983,Katesh,6,18963,2013-01-24 00:19:42.97709+00,2013-01-24 00:19:42.977154+00
18984,Katesh,5,18983,2013-01-24 00:19:42.982691+00,2013-01-24 00:19:42.982771+00
18985,Ganana,6,18963,2013-01-24 00:19:43.154242+00,2013-01-24 00:19:43.226409+00
18986,Ganana,5,18985,2013-01-24 00:19:43.404092+00,2013-01-24 00:19:43.404156+00
18987,Masakta,6,18952,2013-01-24 00:19:43.648573+00,2013-01-24 00:19:43.648619+00
18988,Masakta,5,18987,2013-01-24 00:19:43.653597+00,2013-01-24 00:19:43.65364+00
18989,Bassotu,6,18955,2013-01-24 00:19:43.875095+00,2013-01-24 00:19:43.875141+00
18990,Mulbadaw,5,18989,2013-01-24 00:19:43.880658+00,2013-01-24 00:19:43.880704+00
18991,Laghanga,6,18955,2013-01-24 00:19:44.052515+00,2013-01-24 00:19:44.052561+00
18992,Dajameda,5,18991,2013-01-24 00:19:44.131142+00,2013-01-24 00:19:44.131273+00
18993,Murumba,5,18950,2013-01-24 00:19:44.381941+00,2013-01-24 00:19:44.382022+00
18994,Nangwa,5,18964,2013-01-24 00:19:44.558113+00,2013-01-24 00:19:44.558177+00
18995,Simbay,4,18948,2013-01-24 00:19:44.787333+00,2013-01-24 00:19:44.787396+00
18996,Simbay,6,18995,2013-01-24 00:19:44.793399+00,2013-01-24 00:19:44.793457+00
18997,Gidagarubu,5,18996,2013-01-24 00:19:44.871032+00,2013-01-24 00:19:44.871112+00
18998,Sirop,6,18995,2013-01-24 00:19:45.038713+00,2013-01-24 00:19:45.099636+00
18999,Sirop,5,18998,2013-01-24 00:19:45.108156+00,2013-01-24 00:19:45.108512+00
19000,Gisambalang,6,18995,2013-01-24 00:19:45.344943+00,2013-01-24 00:19:45.345085+00
19001,Simbay,5,19000,2013-01-24 00:19:45.423997+00,2013-01-24 00:19:45.424043+00
19002,Waama,5,19000,2013-01-24 00:19:45.610933+00,2013-01-24 00:19:45.611+00
19003,Wareta,5,18964,2013-01-24 00:19:45.851944+00,2013-01-24 00:19:45.851992+00
19004,Tanga,2,17754,2013-01-24 00:19:45.937986+00,2013-01-24 00:19:45.938029+00
19005,Handeni,3,19004,2013-01-24 00:19:46.015598+00,2013-01-24 00:19:46.015641+00
19006,Chanika,4,19005,2013-01-24 00:19:46.020473+00,2013-01-24 00:19:46.020515+00
19007,Chanika,6,19006,2013-01-24 00:19:46.097518+00,2013-01-24 00:19:46.097564+00
19008,Mdoe,5,19007,2013-01-24 00:19:46.102509+00,2013-01-24 00:19:46.102555+00
19009,Mkumburu,4,19005,2013-01-24 00:19:46.280661+00,2013-01-24 00:19:46.280709+00
19010,Kwamgwe,6,19009,2013-01-24 00:19:46.286637+00,2013-01-24 00:19:46.286683+00
19011,Bondo,5,19010,2013-01-24 00:19:46.36473+00,2013-01-24 00:19:46.364776+00
19012,Kwamngumi,5,19007,2013-01-24 00:19:46.809898+00,2013-01-24 00:19:46.809942+00
19013,Mzundu,4,19005,2013-01-24 00:19:46.988682+00,2013-01-24 00:19:46.988728+00
19014,Kabuku ndani,6,19013,2013-01-24 00:19:46.993506+00,2013-01-24 00:19:46.99355+00
19015,Chogo,5,19014,2013-01-24 00:19:47.07257+00,2013-01-24 00:19:47.072616+00
19016,Mgambo,6,19013,2013-01-24 00:19:47.243942+00,2013-01-24 00:19:47.243991+00
19017,Genda Genda,5,19016,2013-01-24 00:19:47.322267+00,2013-01-24 00:19:47.322327+00
19018,Vibaoni,6,19006,2013-01-24 00:19:47.492239+00,2013-01-24 00:19:47.492294+00
19019,Vibaoni,5,19018,2013-01-24 00:19:47.497366+00,2013-01-24 00:19:47.497411+00
19020,Kwadoya,5,19010,2013-01-24 00:19:47.757401+00,2013-01-24 00:19:47.757448+00
19021,Komsanga,5,19016,2013-01-24 00:19:48.018762+00,2013-01-24 00:19:48.018824+00
19022,Kabuku,6,19013,2013-01-24 00:19:48.277271+00,2013-01-24 00:19:48.277317+00
19023,Kabuku Nje,5,19022,2013-01-24 00:19:48.355386+00,2013-01-24 00:19:48.355444+00
19024,Kwabojo,5,19016,2013-01-24 00:19:48.541624+00,2013-01-24 00:19:48.541667+00
19025,Magamba,4,19005,2013-01-24 00:19:48.772192+00,2013-01-24 00:19:48.772247+00
19026,Kang'ata,6,19025,2013-01-24 00:19:48.781102+00,2013-01-24 00:19:48.781149+00
19027,Kang'ata,5,19026,2013-01-24 00:19:48.836033+00,2013-01-24 00:19:48.836082+00
19028,Kwaluguru,6,19025,2013-01-24 00:19:49.009366+00,2013-01-24 00:19:49.009426+00
19029,Kibindu,5,19028,2013-01-24 00:19:49.087014+00,2013-01-24 00:19:49.087057+00
19030,Kideleko,6,19006,2013-01-24 00:19:49.259026+00,2013-01-24 00:19:49.259087+00
19031,Kideleko,5,19030,2013-01-24 00:19:49.336671+00,2013-01-24 00:19:49.336717+00
19032,Kideleko,5,19018,2013-01-24 00:19:49.600713+00,2013-01-24 00:19:49.60076+00
19033,Ndolwa,6,19013,2013-01-24 00:19:49.765843+00,2013-01-24 00:19:49.765906+00
19034,Komkole B,5,19033,2013-01-24 00:19:49.832273+00,2013-01-24 00:19:49.832318+00
19035,Komkonga,6,19013,2013-01-24 00:19:50.007455+00,2013-01-24 00:19:50.007501+00
19036,Hoza,5,19035,2013-01-24 00:19:50.085523+00,2013-01-24 00:19:50.085566+00
19037,Sindeni,4,19005,2013-01-24 00:19:50.24501+00,2013-01-24 00:19:50.245072+00
19038,Kwamatuku,6,19037,2013-01-24 00:19:50.335657+00,2013-01-24 00:19:50.335703+00
19039,Komsala,5,19038,2013-01-24 00:19:50.343113+00,2013-01-24 00:19:50.343176+00
19040,Konje,5,19018,2013-01-24 00:19:50.851951+00,2013-01-24 00:19:50.852016+00
19041,Kwachaga,6,19025,2013-01-24 00:19:51.047852+00,2013-01-24 00:19:51.047922+00
19042,Kwachaga,5,19041,2013-01-24 00:19:51.138795+00,2013-01-24 00:19:51.138869+00
19043,Kwamatuku,5,19038,2013-01-24 00:19:51.559433+00,2013-01-24 00:19:51.559496+00
19044,Sindeni,6,19037,2013-01-24 00:19:51.723559+00,2013-01-24 00:19:51.723606+00
19045,Kwamkono,5,19044,2013-01-24 00:19:51.813899+00,2013-01-24 00:19:51.813992+00
19046,Kwamsisi,4,19005,2013-01-24 00:19:52.159244+00,2013-01-24 00:19:52.159292+00
19047,Kwamsisi,6,19046,2013-01-24 00:19:52.164595+00,2013-01-24 00:19:52.164644+00
19048,Kwamsisi,5,19047,2013-01-24 00:19:52.25629+00,2013-01-24 00:19:52.256335+00
19049,Kwasunga,6,19046,2013-01-24 00:19:52.409008+00,2013-01-24 00:19:52.409069+00
19050,Kwandugwa,5,19049,2013-01-24 00:19:52.476434+00,2013-01-24 00:19:52.476481+00
19051,Kwankonje,6,19025,2013-01-24 00:19:52.714882+00,2013-01-24 00:19:52.714929+00
19052,Kwankonje,5,19051,2013-01-24 00:19:52.719938+00,2013-01-24 00:19:52.71998+00
19053,Kwedizinga,6,19009,2013-01-24 00:19:52.967687+00,2013-01-24 00:19:52.967751+00
19054,Taula,5,19053,2013-01-24 00:19:53.046254+00,2013-01-24 00:19:53.046316+00
19055,Kwasunga,5,19049,2013-01-24 00:19:53.2133+00,2013-01-24 00:19:53.213347+00
19056,Msasa,5,19030,2013-01-24 00:19:53.453363+00,2013-01-24 00:19:53.453408+00
19057,Msasa,5,19018,2013-01-24 00:19:53.678926+00,2013-01-24 00:19:53.678993+00
19058,Kiva,6,19037,2013-01-24 00:19:53.940171+00,2013-01-24 00:19:53.940219+00
19059,Kweditilibe,5,19058,2013-01-24 00:19:53.994211+00,2013-01-24 00:19:53.994258+00
19060,Kwedizinga,5,19053,2013-01-24 00:19:54.205925+00,2013-01-24 00:19:54.205989+00
19061,Madebe,5,19026,2013-01-24 00:19:54.468749+00,2013-01-24 00:19:54.468813+00
19062,Magamba,5,19028,2013-01-24 00:19:54.756542+00,2013-01-24 00:19:54.756651+00
19063,Zavuza,5,19058,2013-01-24 00:19:54.97742+00,2013-01-24 00:19:54.97747+00
19064,Mazingara,4,19005,2013-01-24 00:19:55.182201+00,2013-01-24 00:19:55.182254+00
19065,Mkata,6,19064,2013-01-24 00:19:55.18923+00,2013-01-24 00:19:55.189275+00
19066,Manga,5,19065,2013-01-24 00:19:55.269769+00,2013-01-24 00:19:55.269832+00
19067,Segera,6,19009,2013-01-24 00:19:55.4871+00,2013-01-24 00:19:55.487166+00
19068,Masatu,5,19067,2013-01-24 00:19:55.555+00,2013-01-24 00:19:55.555068+00
19069,Mazingara,6,19064,2013-01-24 00:19:55.818808+00,2013-01-24 00:19:55.818858+00
19070,Mazingara,5,19069,2013-01-24 00:19:55.879111+00,2013-01-24 00:19:55.879161+00
19071,Misima,6,19037,2013-01-24 00:19:56.142986+00,2013-01-24 00:19:56.143037+00
19072,Mbagwi,5,19071,2013-01-24 00:19:56.202671+00,2013-01-24 00:19:56.202728+00
19073,Misima,5,19071,2013-01-24 00:19:56.489553+00,2013-01-24 00:19:56.489617+00
19074,Mkalamo,5,19047,2013-01-24 00:19:56.739253+00,2013-01-24 00:19:56.739316+00
19075,Mkata Mashariki,5,19065,2013-01-24 00:19:57.029518+00,2013-01-24 00:19:57.029581+00
19076,Msaje,5,19026,2013-01-24 00:19:57.359566+00,2013-01-24 00:19:57.359629+00
19077,Msomela,5,19071,2013-01-24 00:19:57.92995+00,2013-01-24 00:19:57.930211+00
19078,Mumbwi,5,19035,2013-01-24 00:19:58.244176+00,2013-01-24 00:19:58.244239+00
19079,Mzeri,5,19071,2013-01-24 00:19:58.492045+00,2013-01-24 00:19:58.492092+00
19080,Mzundu,5,19033,2013-01-24 00:19:59.002687+00,2013-01-24 00:19:59.002757+00
19081,Nyasa,5,19026,2013-01-24 00:19:59.226428+00,2013-01-24 00:19:59.226475+00
19082,Segera,5,19067,2013-01-24 00:19:59.51665+00,2013-01-24 00:19:59.516714+00
19083,Sindeni,5,19044,2013-01-24 00:19:59.802337+00,2013-01-24 00:19:59.8024+00
19084,Suwa,5,19069,2013-01-24 00:20:00.070232+00,2013-01-24 00:20:00.070281+00
19085,Tabora,2,17754,2013-01-24 00:20:00.733968+00,2013-01-24 00:20:00.73413+00
19086,Igunga,3,19085,2013-01-24 00:20:00.74059+00,2013-01-24 00:20:00.740648+00
19087,Igunga,4,19086,2013-01-24 00:20:00.830881+00,2013-01-24 00:20:00.830955+00
19088,Igurubi,6,19087,2013-01-24 00:20:00.86245+00,2013-01-24 00:20:00.862585+00
19089,Igunga,5,19088,2013-01-24 00:20:00.918253+00,2013-01-24 00:20:00.918314+00
19090,Manonga,4,19086,2013-01-24 00:20:01.078656+00,2013-01-24 00:20:01.078715+00
19091,Choma,6,19090,2013-01-24 00:20:01.158403+00,2013-01-24 00:20:01.15847+00
19092,Choma cha Nkola,5,19091,2013-01-24 00:20:01.164542+00,2013-01-24 00:20:01.164602+00
19093,Mwashiku,6,19090,2013-01-24 00:20:01.410406+00,2013-01-24 00:20:01.410469+00
19094,Buchenjegele,5,19093,2013-01-24 00:20:01.416858+00,2013-01-24 00:20:01.416921+00
19095,Simbo,4,19086,2013-01-24 00:20:01.673204+00,2013-01-24 00:20:01.67327+00
19096,Igoweko,6,19095,2013-01-24 00:20:01.679672+00,2013-01-24 00:20:01.679735+00
19097,Igoweko,5,19096,2013-01-24 00:20:01.757621+00,2013-01-24 00:20:01.757664+00
19098,Buhekela,5,19096,2013-01-24 00:20:02.05501+00,2013-01-24 00:20:02.05506+00
19099,Mbuttu,6,19087,2013-01-24 00:20:02.2611+00,2013-01-24 00:20:02.261166+00
19100,Bukama,5,19099,2013-01-24 00:20:02.268102+00,2013-01-24 00:20:02.268165+00
19101,Bukoko,6,19087,2013-01-24 00:20:02.514441+00,2013-01-24 00:20:02.514526+00
19102,Bukoko,5,19101,2013-01-24 00:20:02.520776+00,2013-01-24 00:20:02.520835+00
19103,Choma cha Nkola,6,19090,2013-01-24 00:20:02.769145+00,2013-01-24 00:20:02.769192+00
19104,Bulangamilwa,5,19103,2013-01-24 00:20:02.847525+00,2013-01-24 00:20:02.847586+00
19105,Bulangamilwa,5,19091,2013-01-24 00:20:03.089736+00,2013-01-24 00:20:03.089781+00
19106,Igurubi,4,19086,2013-01-24 00:20:03.258448+00,2013-01-24 00:20:03.258492+00
19107,Mwamashiga,6,19106,2013-01-24 00:20:03.264638+00,2013-01-24 00:20:03.264686+00
19108,Bulenya,5,19107,2013-01-24 00:20:03.354936+00,2013-01-24 00:20:03.354996+00
19109,Ziba,6,19090,2013-01-24 00:20:03.56367+00,2013-01-24 00:20:03.56372+00
19110,Bulumbela,5,19109,2013-01-24 00:20:03.621191+00,2013-01-24 00:20:03.621254+00
19111,Nanga,6,19087,2013-01-24 00:20:03.874423+00,2013-01-24 00:20:03.874471+00
19112,Bulyang'ombe,5,19111,2013-01-24 00:20:03.933669+00,2013-01-24 00:20:03.933717+00
19113,Mwisi,6,19095,2013-01-24 00:20:04.33505+00,2013-01-24 00:20:04.383578+00
19114,Busomeke,5,19113,2013-01-24 00:20:04.39311+00,2013-01-24 00:20:04.393266+00
19115,Itumba,6,19087,2013-01-24 00:20:04.676048+00,2013-01-24 00:20:04.676109+00
19116,Chagana,5,19115,2013-01-24 00:20:04.682775+00,2013-01-24 00:20:04.682822+00
19117,Chabutwa,6,19095,2013-01-24 00:20:04.965841+00,2013-01-24 00:20:04.96589+00
19118,Chapela,5,19117,2013-01-24 00:20:05.034802+00,2013-01-24 00:20:05.034866+00
19119,Chibiso,5,19091,2013-01-24 00:20:05.270091+00,2013-01-24 00:20:05.27015+00
19120,Isakamaliwa,6,19087,2013-01-24 00:20:05.937646+00,2013-01-24 00:20:05.937859+00
19121,Hindishi,5,19120,2013-01-24 00:20:06.010146+00,2013-01-24 00:20:06.010194+00
19122,Igurubi,6,19106,2013-01-24 00:20:06.196094+00,2013-01-24 00:20:06.196142+00
19123,Ibole,5,19122,2013-01-24 00:20:06.274622+00,2013-01-24 00:20:06.274681+00
19124,Ibologelo,5,19109,2013-01-24 00:20:06.581493+00,2013-01-24 00:20:06.581558+00
19125,Ibutamisuzi,5,19099,2013-01-24 00:20:06.836915+00,2013-01-24 00:20:06.836984+00
19126,Igogo,5,19111,2013-01-24 00:20:07.081679+00,2013-01-24 00:20:07.081738+00
19127,Igumo,5,19117,2013-01-24 00:20:07.649838+00,2013-01-24 00:20:07.649902+00
19128,Igunga,6,19087,2013-01-24 00:20:07.871612+00,2013-01-24 00:20:07.871673+00
19129,Igunga,5,19128,2013-01-24 00:20:07.949828+00,2013-01-24 00:20:07.949875+00
19130,Igurubi,5,19122,2013-01-24 00:20:08.583864+00,2013-01-24 00:20:08.58391+00
19131,Nkinga,6,19090,2013-01-24 00:20:08.844481+00,2013-01-24 00:20:08.844529+00
19132,Ikunguipina,5,19131,2013-01-24 00:20:08.933669+00,2013-01-24 00:20:08.933717+00
19133,Mwamashimba,6,19106,2013-01-24 00:20:09.107284+00,2013-01-24 00:20:09.107352+00
19134,Imalanguzu,5,19133,2013-01-24 00:20:09.186135+00,2013-01-24 00:20:09.186197+00
19135,Ngulu,6,19090,2013-01-24 00:20:09.384057+00,2013-01-24 00:20:09.384121+00
19136,Imalilo,5,19135,2013-01-24 00:20:09.46149+00,2013-01-24 00:20:09.461537+00
19137,Ipumbulya,5,19101,2013-01-24 00:20:09.688802+00,2013-01-24 00:20:09.68885+00
